week,location,average_price
15/06/2019,Cochin,116.45(112.82)
15/06/2019,Coonoor,91.82(77.19)
15/06/2019,Coimbatore,102.30(90.35)
15/06/2019,Tea Serve,83.07(65.34)
08/06/2019,Kolkata,151.61(156.67)
08/06/2019,Guwahati,146.91(153.37)
08/06/2019,Siliguri,147.83(145.44)
08/06/2019,Jalpaiguri,NS(NS)
08/06/2019,mjunction,
08/06/2019,Cochin,120.12(112.83)
08/06/2019,Coonoor,92.16(76.98)
08/06/2019,Coimbatore,105.16(91.57)
08/06/2019,Tea Serve,84.63(67.13)
01/06/2019,Kolkata,144.51(150.81)
01/06/2019,Guwahati,138.45(151.35)
01/06/2019,Siliguri,149.70(151.40)
01/06/2019,Jalpaiguri,NS(NS)
01/06/2019,mjunction,
01/06/2019,Cochin,122.82(111.12)
01/06/2019,Coonoor,93.01(77.14)
01/06/2019,Coimbatore,109.69(91.66)
01/06/2019,Tea Serve,86.60(68.00)
25/05/2019,Kolkata,149.69(155.28)
25/05/2019,Guwahati,134.29(142.67)
25/05/2019,Siliguri,147.25(149.11)
25/05/2019,Jalpaiguri,NS(NS)
25/05/2019,mjunction,
25/05/2019,Cochin,122.78(111.20)
25/05/2019,Coonoor,94.61(77.33)
25/05/2019,Coimbatore,109.20(92.87)
25/05/2019,Tea Serve,87.72(66.49)
18/05/2019,Kolkata,147.74(159.89)
18/05/2019,Guwahati,134.50(146.36)
18/05/2019,Siliguri,148.81(142.88)
18/05/2019,Jalpaiguri,NS(NS)
18/05/2019,mjunction,
18/05/2019,Cochin,122.98(113.00)
18/05/2019,Coonoor,96.47(78.46)
18/05/2019,Coimbatore,111.36(90.39)
18/05/2019,Tea Serve,90.96(66.68)
11/05/2019,Kolkata,152.57(165.65)
11/05/2019,Guwahati,134.76(146.06)
11/05/2019,Siliguri,149.81(134.17)
11/05/2019,Jalpaiguri,NS(NS)
11/05/2019,mjunction,
11/05/2019,Cochin,122.98(115.81)
11/05/2019,Coonoor,98.29(81.65)
11/05/2019,Coimbatore,109.36(94.33)
11/05/2019,Tea Serve,89.81(70.66)
04/05/2019,Kolkata,158.52(156.77)
04/05/2019,Guwahati,142.65(154.72)
04/05/2019,Siliguri,147.10(134.86)
04/05/2019,Jalpaiguri,NS(NS)
04/05/2019,mjunction,
04/05/2019,Cochin,124.46(120.40)
04/05/2019,Coonoor,98.09(84.96)
04/05/2019,Coimbatore,110.43(100.92)
04/05/2019,Tea Serve,90.30(71.96)
27/04/2019,Kolkata,151.90(150.52)
27/04/2019,Guwahati,151.25(160.65)
27/04/2019,Siliguri,148.19(144.21)
27/04/2019,Jalpaiguri,NS(NS)
27/04/2019,mjunction,
27/04/2019,Cochin,124.04(119.28)
27/04/2019,Coonoor,99.65(90.07)
27/04/2019,Coimbatore,108.28(103.59)
27/04/2019,Tea Serve,90.27(69.64)
20/04/2019,Kolkata,150.44(147.19)
20/04/2019,Guwahati,165.80(153.65)
20/04/2019,Siliguri,154.94(152.49)
20/04/2019,Jalpaiguri,NS(NS)
20/04/2019,mjunction,
20/04/2019,Cochin,NS(121.34)
20/04/2019,Coonoor,98.65(93.89)
20/04/2019,Coimbatore,111.22(105.62)
20/04/2019,Tea Serve,88.79(69.02)
13/04/2019,Kolkata,147.38(114.92)
13/04/2019,Guwahati,169.83(154.56)
13/04/2019,Siliguri,159.46(159.42)
13/04/2019,Jalpaiguri,NS(NS)
13/04/2019,mjunction,
13/04/2019,Cochin,123.55(121.72)
13/04/2019,Coonoor,98.74(94.13)
13/04/2019,Coimbatore,109.40(106.13)
13/04/2019,Tea Serve,90.70(68.12)
06/04/2019,Kolkata,118.77(119.74)
06/04/2019,Guwahati,175.02(125.75)
06/04/2019,Siliguri,152.77(165.07)
06/04/2019,Jalpaiguri,NS(NS)
06/04/2019,mjunction,
06/04/2019,Cochin,122.24(122.63)
06/04/2019,Coonoor,98.92(94.16)
06/04/2019,Coimbatore,108.50(107.07)
06/04/2019,Tea Serve,91.85(67.93)
30/03/2019,Kolkata,NS(NS)
30/03/2019,Guwahati,144.43(98.38)
30/03/2019,Siliguri,127.52(94.07)
30/03/2019,Jalpaiguri,NS(NS)
30/03/2019,mjunction,
30/03/2019,Cochin,121.75(NS)
30/03/2019,Coonoor,99.22(95.56)
30/03/2019,Coimbatore,110.03(107.44)
30/03/2019,Tea Serve,91.44(70.35)
23/03/2019,Kolkata,108.90(99.48)
23/03/2019,Guwahati,113.00(NS)
23/03/2019,Siliguri,NS(NS)
23/03/2019,Jalpaiguri,NS(NS)
23/03/2019,mjunction,
23/03/2019,Cochin,122.49(124.72)
23/03/2019,Coonoor,99.84(94.58)
23/03/2019,Coimbatore,106.82(106.06)
23/03/2019,Tea Serve,92.51(65.23)
16/03/2019,Kolkata,107.51(NS)
16/03/2019,Guwahati,NS(NS)
16/03/2019,Siliguri,NS(NS)
16/03/2019,Jalpaiguri,NS(NS)
16/03/2019,mjunction,
16/03/2019,Cochin,122.11(123.18)
16/03/2019,Coonoor,101.21(92.96)
16/03/2019,Coimbatore,107.53(107.53)
16/03/2019,Tea Serve,93.44(69.99)
09/03/2019,Kolkata,115.79(NS)
09/03/2019,Guwahati,NS(99.30)
09/03/2019,Siliguri,107.78(92.72)
09/03/2019,Jalpaiguri,NS(NS)
09/03/2019,mjunction,
09/03/2019,Cochin,121.82(121.39)
09/03/2019,Coonoor,100.44(93.96)
09/03/2019,Coimbatore,106.52(103.78)
09/03/2019,Tea Serve,92.33(71.05)
02/03/2019,Kolkata,111.86(112.20)
02/03/2019,Guwahati,121.46(99.13)
02/03/2019,Siliguri,105.05(NS)
02/03/2019,Jalpaiguri,NS (NS)
02/03/2019,mjunction,
02/03/2019,Cochin,122.43(120.70)
02/03/2019,Coonoor,98.76(93.38)
02/03/2019,Coimbatore,103.81(104.51)
02/03/2019,Tea Serve,89.25(74.35)
23/02/2019,Kolkata,113.40(111.99)
23/02/2019,Guwahati,NS(99.85)
23/02/2019,Siliguri,108.42(96.49)
23/02/2019,Jalpaiguri,NS(NS)
23/02/2019,mjunction,
23/02/2019,Cochin,122.45(120.64)
23/02/2019,Coonoor,97.76(95.44)
23/02/2019,Coimbatore,103.51(106.22)
23/02/2019,Tea Serve,87.07(73.31)
16/02/2019,Kolkata,118.48(116.67)
16/02/2019,Guwahati,124.45(103.25)
16/02/2019,Siliguri,111.39(102.43)
16/02/2019,Jalpaiguri,NS(NS)
16/02/2019,mjunction,
16/02/2019,Cochin,123.90(121.13)
16/02/2019,Coonoor,97.45(96.15)
16/02/2019,Coimbatore,103.24(106.24)
16/02/2019,Tea Serve,90.39(72.66)
09/02/2019,Kolkata,124.27(119.08)
09/02/2019,Guwahati,120.36(104.53)
09/02/2019,Siliguri,115.83(103.48)
09/02/2019,Jalpaiguri,NS(NS)
09/02/2019,mjunction,
09/02/2019,Cochin,124.53(123.73)
09/02/2019,Coonoor,97.97(94.85)
09/02/2019,Coimbatore,103.63(101.46)
09/02/2019,Tea Serve,88.44(73.91)
02/02/2019,Kolkata,127.98(123.78)
02/02/2019,Guwahati,122.22(108.40)
02/02/2019,Siliguri,119.45(110.24)
02/02/2019,Jalpaiguri,NS(NS)
02/02/2019,mjunction,
02/02/2019,Cochin,126.57(122.49)
02/02/2019,Coonoor,98.62(92.66)
02/02/2019,Coimbatore,107.72(100.66)
02/02/2019,Tea Serve,87.54(71.89)
26/01/2019,Kolkata,135.92(130.46)
26/01/2019,Guwahati,124.06(112.03)
26/01/2019,Siliguri,127.08(112.52)
26/01/2019,Jalpaiguri,NS(NS)
26/01/2019,mjunction,
26/01/2019,Cochin,125.19(120.13)
26/01/2019,Coonoor,100.17(89.84)
26/01/2019,Coimbatore,107.61(96.51)
26/01/2019,Tea Serve,89.31(69.54)
19/01/2019,Kolkata,141.68(131.26)
19/01/2019,Guwahati,123.32(120.58)
19/01/2019,Siliguri,131.35(123.34)
19/01/2019,Jalpaiguri,NS (NS)
19/01/2019,mjunction,
19/01/2019,Cochin,123.74(117.92)
19/01/2019,Coonoor,99.4(87.08)
19/01/2019,Coimbatore,106.89(97.97)
19/01/2019,Tea Serve,89.11(69.97)
12/01/2019,Kolkata,144.28(134.16)
12/01/2019,Guwahati,127.58(126.34)
12/01/2019,Siliguri,135.46(125.06)
12/01/2019,Jalpaiguri,NS(NS)
12/01/2019,mjunction,
12/01/2019,Cochin,122.61(115.96)
12/01/2019,Coonoor,98.95(87.59)
12/01/2019,Coimbatore,106.96(95.70)
12/01/2019,Tea Serve,89.51(67.84)
05/01/2019,Kolkata,147.85(143.37)
05/01/2019,Guwahati,130.75(132.49)
05/01/2019,Siliguri,130.75(132.49)
05/01/2019,Jalpaiguri,NS(NS)
05/01/2019,mjunction,
05/01/2019,Cochin,122.42(109.90)
05/01/2019,Coonoor,97.37(88.10)
05/01/2019,Coimbatore,105.96(92.71)
05/01/2019,Tea Serve,89.64(67.23)
28/12/2019,Kolkata,159.24(162.56)
28/12/2019,Guwahati,134.74(133.79)
28/12/2019,Siliguri,135.64(142.60)
28/12/2019,Jalpaiguri,NS(NS)
28/12/2019,mjunction,
28/12/2019,Cochin,119.12(NS)
28/12/2019,Coonoor,NS(NS)
28/12/2019,Coimbatore,NS(NS)
28/12/2019,Tea Serve,67.76(88.46)
21/12/2019,Kolkata,163.07(167.97)
21/12/2019,Guwahati,139.32(137.09)
21/12/2019,Siliguri,135.58(144.23)
21/12/2019,Jalpaiguri,NS(NS)
21/12/2019,mjunction,
21/12/2019,Cochin,119.46(127.78)
21/12/2019,Coonoor,82.34(97.64)
21/12/2019,Coimbatore,94.20(105.74)
21/12/2019,Tea Serve,65.03(89.04)
14/12/2019,Kolkata,162.89(171.66)
14/12/2019,Guwahati,NS(140.90)
14/12/2019,Siliguri,136.34(148.93)
14/12/2019,Jalpaiguri,NS(NS)
14/12/2019,mjunction,
14/12/2019,Cochin,119.78(126.17)
14/12/2019,Coonoor,80.51(98.47)
14/12/2019,Coimbatore,92.13(111.56)
14/12/2019,Tea Serve,66.11(89.23)
07/12/2019,Kolkata,165.35(173.83)
07/12/2019,Guwahati,141.11(143.75)
07/12/2019,Siliguri,139.57(146.49)
07/12/2019,Jalpaiguri,NS(NS)
07/12/2019,mjunction,
07/12/2019,Cochin,119.76(127.88)
07/12/2019,Coonoor,79.04(102.08)
07/12/2019,Coimbatore,92.94(112.38)
07/12/2019,Tea Serve,65.66(92.22)
30/11/2019,Kolkata,166.80(170.50)
30/11/2019,Guwahati,138.78(147.73)
30/11/2019,Siliguri,136.81(151.40)
30/11/2019,Jalpaiguri,NS(NS)
30/11/2019,mjunction,
30/11/2019,Cochin,119.25(128.00)
30/11/2019,Coonoor,78.81(103.71)
30/11/2019,Coimbatore,94.90(114.81)
30/11/2019,Tea Serve,67.62(94.29)
23/11/2019,Kolkata,169.58(166.78)
23/11/2019,Guwahati,142.91(147.42)
23/11/2019,Siliguri,137.61(146.67)
23/11/2019,Jalpaiguri,NS(NS)
23/11/2019,mjunction,
23/11/2019,Cochin,117.75(126.89)
23/11/2019,Coonoor,97.97(102.53)
23/11/2019,Coimbatore,95.14(112.14)
23/11/2019,Tea Serve,69.05(93.74)
16/11/2019,Kolkata,163.94(169.67)
16/11/2019,Guwahati,145.15(147.66)
16/11/2019,Siliguri,135.89(146.60)
16/11/2019,Jalpaiguri,NS(NS)
16/11/2019,mjunction,
16/11/2019,Cochin,118.50(124.43)
16/11/2019,Coonoor,79.39(100.72)
16/11/2019,Coimbatore,93.03(109.39)
16/11/2019,Tea Serve,68.85(90.15)
09/11/2019,Kolkata,166.87(177.65)
09/11/2019,Guwahati,147.83(152.11)
09/11/2019,Siliguri,132.30(138.11)
09/11/2019,Jalpaiguri,NS(NS)
09/11/2019,mjunction,
09/11/2019,Cochin,117.68(123.37)
09/11/2019,Coonoor,78.17(NS)
09/11/2019,Coimbatore,95.75(NS)
09/11/2019,Tea Serve,68.44(85.73)
02/11/2019,Kolkata,175.49(168.59)
02/11/2019,Guwahati,144.75(148.08)
02/11/2019,Siliguri,134.11(139.63)
02/11/2019,Jalpaiguri,NS(NS)
02/11/2019,mjunction,
02/11/2019,Cochin,118.85(124.14)
02/11/2019,Coonoor,78.68(97.43)
02/11/2019,Coimbatore,NS(105.97)
02/11/2019,Tea Serve,69.18(83.37)
26/10/2019,Kolkata,175.30(169.82)
26/10/2019,Guwahati,150.27(149.99)
26/10/2019,Siliguri,136.59(141.61)
26/10/2019,Jalpaiguri,NS(NS)
26/10/2019,mjunction,
26/10/2019,Cochin,120.98(124.88)
26/10/2019,Coonoor,80.70(93.81)
26/10/2019,Coimbatore,96.33(108.28)
26/10/2019,Tea Serve,73.50(79.19)
19/10/2019,Kolkata,170.26(NS)
19/10/2019,Guwahati,150.78(NS)
19/10/2019,Siliguri,132.71(NS)
19/10/2019,Jalpaiguri,NS(NS)
19/10/2019,mjunction,
19/10/2019,Cochin,121.17(126.14)
19/10/2019,Coonoor,84.96(93.14)
19/10/2019,Coimbatore,95.51(107.41)
19/10/2019,Tea Serve,72.40(78.98)
12/10/2019,Kolkata,NS(171.15)
12/10/2019,Guwahati,NS(148.69)
12/10/2019,Siliguri,135.91(136.28)
12/10/2019,Jalpaiguri,NS(NS)
12/10/2019,mjunction,
12/10/2019,Cochin,121.72(127.30)
12/10/2019,Coonoor,85.99(94.26)
12/10/2019,Coimbatore,94.98(108.78)
12/10/2019,Tea Serve,73.55(80.18)
05/10/2019,Kolkata,179.31(170.67)
05/10/2019,Guwahati,153.97(148.30)
05/10/2019,Siliguri,NS(135.01)
05/10/2019,Jalpaiguri,NS(NS)
05/10/2019,mjunction,
05/10/2019,Cochin,122.32(128.53)
05/10/2019,Coonoor,87.44(94.85)
05/10/2019,Coimbatore,97.02(113.40)
05/10/2019,Tea Serve,73.13(80.65)
28/09/2019,Kolkata,174.34(169.82)
28/09/2019,Guwahati,150.62(147.24)
28/09/2019,Siliguri,129.10(131.94)
28/09/2019,Jalpaiguri,NS(NS)
28/09/2019,mjunction,
28/09/2019,Cochin,119.38(134.54)
28/09/2019,Coonoor,87.74(95.67)
28/09/2019,Coimbatore,94.32(110.89)
28/09/2019,Tea Serve,72.72(86.11)
21/09/2019,Kolkata,179.93(169.57)
21/09/2019,Guwahati,150.14(148.95)
21/09/2019,Siliguri,132.41(134.49)
21/09/2019,Jalpaiguri,NS(NS)
21/09/2019,mjunction,
21/09/2019,Cochin,114.62(137.96)
21/09/2019,Coonoor,86.31(95.98)
21/09/2019,Coimbatore,94.52(112.65)
21/09/2019,Tea Serve,71.73(84.91)
14/09/2019,Kolkata,180.39(170.87)
14/09/2019,Guwahati,150.11(151.04)
14/09/2019,Siliguri,132.25(138.42)
14/09/2019,Jalpaiguri,NS(NS)
14/09/2019,mjunction,
14/09/2019,Cochin,NS(135.77)
14/09/2019,Coonoor,85.82(95.97)
14/09/2019,Coimbatore,90.76(111.69)
14/09/2019,Tea Serve,69.73(83.32)
07/09/2019,Kolkata,186.91(168.96)
07/09/2019,Guwahati,156.33(154.24)
07/09/2019,Siliguri,132.98(140.40)
07/09/2019,Jalpaiguri,NS(NS)
07/09/2019,mjunction,
07/09/2019,Cochin,110.55(137.46)
07/09/2019,Coonoor,83.81(95.11)
07/09/2019,Coimbatore,93.16(110.15)
07/09/2019,Tea Serve,68.80(82.68)
31/08/2019,Kolkata,181.49(170.78)
31/08/2019,Guwahati,155.92(156.89)
31/08/2019,Siliguri,132.28(138.80)
31/08/2019,Jalpaiguri,NS(NS)
31/08/2019,mjunction,
31/08/2019,Cochin,112.03(137.07)
31/08/2019,Coonoor,83.33(95.36)
31/08/2019,Coimbatore,90.09(107.87)
31/08/2019,Tea Serve,68.20(81.54)
24/08/2019,Kolkata,189.25(173.53)
24/08/2019,Guwahati,157.20(156.75)
24/08/2019,Siliguri,130.67(137.75)
24/08/2019,Jalpaiguri,NS(NS)
24/08/2019,mjunction,
24/08/2019,Cochin,111.02(NS)
24/08/2019,Coonoor,83.11(92.67)
24/08/2019,Coimbatore,91.59(101.21)
24/08/2019,Tea Serve,68.30(75.54)
17/08/2019,Kolkata,193.24(181.20)
17/08/2019,Guwahati,157.18(158.15)
17/08/2019,Siliguri,134.35(138.88)
17/08/2019,Jalpaiguri,NS(NS)
17/08/2019,mjunction,
17/08/2019,Cochin,112.01(124.71)
17/08/2019,Coonoor,81.42(87.96)
17/08/2019,Coimbatore,91.35(98.72)
17/08/2019,Tea Serve,68.70(69.09)
10/08/2019,Kolkata,199.96(181.60)
10/08/2019,Guwahati,161.93(160.76)
10/08/2019,Siliguri,138.75(139.99)
10/08/2019,Jalpaiguri,NS(NS)
10/08/2019,mjunction,
10/08/2019,Cochin,112.94(125.27)
10/08/2019,Coonoor,80.78(86.79)
10/08/2019,Coimbatore,91.31(97.22)
10/08/2019,Tea Serve,71.80(68.94)
03/08/2019,Kolkata,200.75(184.80)
03/08/2019,Guwahati,161.43(162.80)
03/08/2019,Siliguri,142.21(142.64)
03/08/2019,Jalpaiguri,NS(NS)
