week,location,average_price
09/05/2009,Coimbatore,87.86 (54.89)
09/05/2009,Tea Serve,82.08 (52.54)
02/05/2009,Kolkata,126.49 (95.14)
02/05/2009,Guwahati,122.25 (87.51)
02/05/2009,Siliguri,118.95 (86.36)
02/05/2009,Jalpaiguri,N.S.(N.S.)
02/05/2009,mjunction,
02/05/2009,Cochin,87.37 (59.05)
02/05/2009,Coonoor,85.14 (56.17)
02/05/2009,Coimbatore,83.31 (55.35)
02/05/2009,Tea Serve,79.73 (53.50)
25/04/2009,Kolkata,117.93 (97.53)
25/04/2009,Guwahati,110.18 (90.29)
25/04/2009,Siliguri,113.56 (89.43)
25/04/2009,Jalpaiguri,N.S.(N.S.)
25/04/2009,mjunction,
25/04/2009,Cochin,89.54 (59.31)
25/04/2009,Coonoor,85.55 (56.17)
25/04/2009,Coimbatore,83.19 (55.60)
25/04/2009,Tea Serve,79.52 (54.83)
18/04/2009,Kolkata,N.S.  (94.81)
18/04/2009,Guwahati,N.S.  (N. S.)
18/04/2009,Siliguri,115.41 (91.14)
18/04/2009,Jalpaiguri,N.S.(N.S.)
18/04/2009,mjunction,
18/04/2009,Cochin,89.55 (58.68)
18/04/2009,Coonoor,82.96 (54.24)
18/04/2009,Coimbatore,83.53 (55.14)
18/04/2009,Tea Serve,76.47 (53.48)
11/04/2009,Kolkata,N.S.  (87.47)
11/04/2009,Guwahati,98.98  (83.97)
11/04/2009,Siliguri,110.53 (90.96)
11/04/2009,Jalpaiguri,N.S.(N.S.)
11/04/2009,mjunction,
11/04/2009,Cochin,N.S.  (58.60)
11/04/2009,Coonoor,78.37 (54.25)
11/04/2009,Coimbatore,80.77 (54.83)
11/04/2009,Tea Serve,73.77 (53.55)
04/04/2009,Kolkata,81.02   (79.95)
04/04/2009,Guwahati,N.S.  (65.64)
04/04/2009,Siliguri,105.29 (93.21)
04/04/2009,Jalpaiguri,N.S.(N.S.)
04/04/2009,mjunction,
04/04/2009,Cochin,88.83 (57.54)
04/04/2009,Coonoor,74.26 (54.63)
04/04/2009,Coimbatore,78.55 (54.46)
04/04/2009,Tea Serve,71.61 (52.22)
28/03/2009,Kolkata,N.S.  (64.79)
28/03/2009,Guwahati,74.71  (N.S.)
28/03/2009,Siliguri,86.52 (60.97)
28/03/2009,Jalpaiguri,N.S.(N.S.)
28/03/2009,mjunction,
28/03/2009,Cochin,85.09 (57.79)
28/03/2009,Coonoor,71.05 (55.17)
28/03/2009,Coimbatore,73.39 (54.73)
28/03/2009,Tea Serve,68.16 (53.10)
21/03/2009,Kolkata,76.82   (N.S.)
21/03/2009,Guwahati,N.S.  (58.96)
21/03/2009,Siliguri,73.40  (N.S.)
21/03/2009,Jalpaiguri,N.S.(N.S.)
21/03/2009,mjunction,
21/03/2009,Cochin,82.96   (N.S.)
21/03/2009,Coonoor,68.76 (55.22)
21/03/2009,Coimbatore,72.54 (55.64)
21/03/2009,Tea Serve,68.68 (54.26)
14/03/2009,Kolkata,No Sale
14/03/2009,Guwahati,No Sale
14/03/2009,Siliguri,No Sale
14/03/2009,Jalpaiguri,N.S.(N.S.)
14/03/2009,mjunction,
14/03/2009,Cochin,85.84 (59.85)
14/03/2009,Coonoor,69.92 (55.92)
14/03/2009,Coimbatore,64.13 (56.33)
14/03/2009,Tea Serve,68.04 (53.34)
07/03/2009,Kolkata,79.54   (66.06)
07/03/2009,Guwahati,71.10  (N.S.)
07/03/2009,Siliguri,71.73 (60.76)
07/03/2009,Jalpaiguri,N.S.(N.S.)
07/03/2009,mjunction,
07/03/2009,Cochin,82.81 (58.58)
07/03/2009,Coonoor,82.05 (56.00)
07/03/2009,Coimbatore,73.10 (55.53)
07/03/2009,Tea Serve,69.06 (52.42)
28/02/2009,Kolkata,79.92(N.S.)
28/02/2009,Guwahati,74.41 (55.65)
28/02/2009,Siliguri,71.29 (57.02)
28/02/2009,Jalpaiguri,N.S.(N.S.)
28/02/2009,mjunction,
28/02/2009,Cochin,82.62 (58.14)
28/02/2009,Coonoor,69.47 (53.99)
28/02/2009,Coimbatore,71.27 (53.80)
28/02/2009,Tea Serve,68.95 (51.00)
21/02/2009,Kolkata,84.39  (65.69)
21/02/2009,Guwahati,75.27  (59.39)
21/02/2009,Siliguri,78.25 (61.27)
21/02/2009,Jalpaiguri,N.S.(N.S.)
21/02/2009,mjunction,
21/02/2009,Cochin,75.10 (58.15)
21/02/2009,Coonoor,82.90 (58.53)
21/02/2009,Coimbatore,69.85 (52.69)
21/02/2009,Tea Serve,66.39 (50.00)
14/02/2009,Kolkata,87.95  (67.81)
14/02/2009,Guwahati,79.98  (62.50)
14/02/2009,Siliguri,78.25 (61.27)
14/02/2009,Jalpaiguri,N.S.(N.S.)
14/02/2009,mjunction,
14/02/2009,Cochin,83.92 (57.66)
14/02/2009,Coonoor,69.93 (51.80)
14/02/2009,Coimbatore,70.90 (53.47)
14/02/2009,Tea Serve,65.14 (49.76)
07/02/2009,Kolkata,88.99  (70.40)
07/02/2009,Guwahati,83.24  (63.28)
07/02/2009,Siliguri,N.S.  (59.63)
07/02/2009,Jalpaiguri,N.S.(N.S.)
07/02/2009,mjunction,
07/02/2009,Cochin,83.76 (57.32)
07/02/2009,Coonoor,67.50 (52.28)
07/02/2009,Coimbatore,72.22 (52.60)
07/02/2009,Tea Serve,67.40 (50.02)
31/01/2009,Kolkata,91.45(70.39)
31/01/2009,Guwahati,N.S.(64.99)
31/01/2009,Siliguri,79.27(62.09)
31/01/2009,Jalpaiguri,N.S.(N.S.)
31/01/2009,mjunction,
31/01/2009,Cochin,80.76(57.06)
31/01/2009,Coonoor,69.65(53.38)
31/01/2009,Coimbatore,72.30(52.50)
31/01/2009,Tea Serve,69.39(50.33)
24/01/2009,Kolkata,94.14(73.38)
24/01/2009,Guwahati,85.69(65.66)
24/01/2009,Siliguri,N.S.(65.57)
24/01/2009,Jalpaiguri,N.S.(N.S.)
24/01/2009,mjunction,
24/01/2009,Cochin,80.87(54.59)
24/01/2009,Coonoor,N.S.(53.43)
24/01/2009,Coimbatore,71.12(52.07)
24/01/2009,Tea Serve,69.14(48.50)
17/01/2009,Kolkata,95.95(71.01)
17/01/2009,Guwahati,87.66(71.01)
17/01/2009,Siliguri,80.58(67.16)
17/01/2009,Jalpaiguri,N.S.(N.S.)
17/01/2009,mjunction,
17/01/2009,Cochin,82.25(57.49)
17/01/2009,Coonoor,69.64(52.48)
17/01/2009,Coimbatore,71.66(53.18)
17/01/2009,Tea Serve,69.51(48.04)
10/01/2009,Kolkata,97.74(78.73)
10/01/2009,Guwahati,87.48(73.97)
10/01/2009,Siliguri,82.72(68.17)
10/01/2009,Jalpaiguri,N.S.(N.S.)
10/01/2009,mjunction,
10/01/2009,Cochin,83.31(58.02)
10/01/2009,Coonoor,67.24(52.23)
10/01/2009,Coimbatore,70.47(53.39)
10/01/2009,Tea Serve,67.39(46.84)
03/01/2009,Kolkata,99.01(79.79)
03/01/2009,Guwahati,N.S.(76.19)
03/01/2009,Siliguri,84.02(70.07)
03/01/2009,Jalpaiguri,N.S.(N.S.)
03/01/2009,mjunction,
03/01/2009,Cochin,81.66(57.83)
03/01/2009,Coonoor,68.94(51.67)
03/01/2009,Coimbatore,70.74(53.88)
03/01/2009,Tea Serve,65.55(46.75)
26/12/2009,Kolkata,124.46 (101.19)
26/12/2009,Guwahati,107.30 (87.26)
26/12/2009,Siliguri,109.37 (84.90)
26/12/2009,Jalpaiguri,N.S.(N.S.)
26/12/2009,mjunction,
26/12/2009,Cochin,No sale
26/12/2009,Coonoor,73.74 (N.S.)
26/12/2009,Coimbatore,No sale
26/12/2009,Tea Serve,70.36 (64.40)
19/12/2009,Kolkata,127.21 (102.69)
19/12/2009,Guwahati,111.28 (89.04)
19/12/2009,Siliguri,113.70 (86.30)
19/12/2009,Jalpaiguri,N.S.(N.S.)
19/12/2009,mjunction,
19/12/2009,Cochin,83.43 (76.11)
19/12/2009,Coonoor,74.45 (65.73)
19/12/2009,Coimbatore,75.28 (68.85)
19/12/2009,Tea Serve,69.36 (59.00)
12/12/2009,Kolkata,127.65 (103.91)
12/12/2009,Guwahati,111.75 (89.92)
12/12/2009,Siliguri,114.33 (86.17)
12/12/2009,Jalpaiguri,N.S.(N.S.)
12/12/2009,mjunction,
12/12/2009,Cochin,84.43 (73.64)
12/12/2009,Coonoor,75.12 (61.87)
12/12/2009,Coimbatore,76.67 (64.28)
12/12/2009,Tea Serve,72.16 (56.50)
05/12/2009,Kolkata,131.09 (107.01)
05/12/2009,Guwahati,115.02 (94.69)
05/12/2009,Siliguri,111.19 (85.79)
05/12/2009,Jalpaiguri,N.S.(N.S.)
05/12/2009,mjunction,
05/12/2009,Cochin,84.77 (68.78)
05/12/2009,Coonoor,77.18 (59.21)
05/12/2009,Coimbatore,77.85 (60.08)
05/12/2009,Tea Serve,75.31 (57.37)
28/11/2009,Kolkata,132.39 (109.99)
28/11/2009,Guwahati,120.07 (96.88)
28/11/2009,Siliguri,110.03 (86.99)
28/11/2009,Jalpaiguri,N.S.(N.S.)
28/11/2009,mjunction,
28/11/2009,Cochin,86.79 (76.35)
28/11/2009,Coonoor,76.86 (60.96)
28/11/2009,Coimbatore,78.92 (61.21)
28/11/2009,Tea Serve,72.92 (59.31)
21/11/2009,Kolkata,137.73 (108.47)
21/11/2009,Guwahati,119.06 (96.74)
21/11/2009,Siliguri,114.64 (86.72)
21/11/2009,Jalpaiguri,N.S.(N.S.)
21/11/2009,mjunction,
21/11/2009,Cochin,84.80 (81.30)
21/11/2009,Coonoor,76.53 (66.08)
21/11/2009,Coimbatore,80.98 (68.17)
21/11/2009,Tea Serve,69.08 (63.78)
14/11/2009,Kolkata,135.48 (108.05)
14/11/2009,Guwahati,120.16 (98.75)
14/11/2009,Siliguri,116.15 (89.07)
14/11/2009,Jalpaiguri,N.S.(N.S.)
14/11/2009,mjunction,
14/11/2009,Cochin,82.38 (78.64)
14/11/2009,Coonoor,0.00 (68.09)
14/11/2009,Coimbatore,76.55 (70.54)
14/11/2009,Tea Serve,0.00 (65.17)
07/11/2009,Kolkata,137.78 (107.74)
07/11/2009,Guwahati,118.69 (100.19)
07/11/2009,Siliguri,115.75 (90.18)
07/11/2009,Jalpaiguri,N.S.(N.S.)
07/11/2009,mjunction,
07/11/2009,Cochin,85.03 (0.00)
07/11/2009,Coonoor,71.34 (69.09)
07/11/2009,Coimbatore,74.20 (70.58)
07/11/2009,Tea Serve,64.45 (65.37)
31/10/2009,Kolkata,138.44 (109.91)
31/10/2009,Guwahati,119.68 (101.33)
31/10/2009,Siliguri,109.63 (90.01)
31/10/2009,Jalpaiguri,N.S.(N.S.)
31/10/2009,mjunction,
31/10/2009,Cochin,87.94 (82.30)
31/10/2009,Coonoor,69.92 (74.88)
31/10/2009,Coimbatore,75.83 (72.64)
31/10/2009,Tea Serve,65.26 (68.22)
24/10/2009,Kolkata,135.47 (115.59)
24/10/2009,Guwahati,119.67 (106.51)
24/10/2009,Siliguri,108.25 (96.21)
24/10/2009,Jalpaiguri,N.S.(N.S.)
24/10/2009,mjunction,
24/10/2009,Cochin,91.38 (89.77)
24/10/2009,Coonoor,73.82 (79.81)
24/10/2009,Coimbatore,77.44 (NS)
24/10/2009,Tea Serve,67.16 (75.94)
17/10/2009,Kolkata,137.93 (114.94)
17/10/2009,Guwahati,119.78 (107.29)
17/10/2009,Siliguri,106.18 (98.95)
17/10/2009,Jalpaiguri,N.S.(N.S.)
17/10/2009,mjunction,
17/10/2009,Cochin,N.S (94.33)
17/10/2009,Coonoor,74.77 (83.46)
17/10/2009,Coimbatore,N.S (84.63)
17/10/2009,Tea Serve,68.14 (79.83)
10/10/2009,Kolkata,135.28 (N.S)
10/10/2009,Guwahati,117.40 (N.S)
10/10/2009,Siliguri,109.32 (N.S)
10/10/2009,Jalpaiguri,N.S.(N.S.)
10/10/2009,mjunction,
10/10/2009,Cochin,90.28 (92.87)
10/10/2009,Coonoor,74.32 (82.53)
10/10/2009,Coimbatore,81.03 (84.91)
10/10/2009,Tea Serve,68.10 (79.08)
03/10/2009,Kolkata,NS (115.09)
03/10/2009,Guwahati,NS (105.22)
03/10/2009,Siliguri,NS (97.97)
03/10/2009,Jalpaiguri,N.S.(N.S.)
03/10/2009,mjunction,
03/10/2009,Cochin,91.00 (93.66)
03/10/2009,Coonoor,76.61 (80.75)
03/10/2009,Coimbatore,80.24 (82.52)
03/10/2009,Tea Serve,78.60 (76.96)
26/09/2009,Kolkata,137.73 (113.53)
26/09/2009,Guwahati,114.84 (105.63)
26/09/2009,Siliguri,105.28 (97.14)
26/09/2009,Jalpaiguri,N.S.(N.S.)
26/09/2009,mjunction,
26/09/2009,Cochin,93.30 (101.48)
26/09/2009,Coonoor,77.59 (84.21)
26/09/2009,Coimbatore,82.24 (88.01)
26/09/2009,Tea Serve,79.87 (82.95)
19/09/2009,Kolkata,131.42 (111.95)
19/09/2009,Guwahati,114.73 (102.50)
19/09/2009,Siliguri,101.40 (97.94)
19/09/2009,Jalpaiguri,N.S.(N.S.)
19/09/2009,mjunction,
19/09/2009,Cochin,97.03 (97.23)
19/09/2009,Coonoor,76.24 (83.63)
19/09/2009,Coimbatore,83.83 (87.11)
19/09/2009,Tea Serve,75.94 (79.72)
12/09/2009,Kolkata,127.62 (107.91)
12/09/2009,Guwahati,112.67 (98.82)
12/09/2009,Siliguri,N.S. (91.65)
12/09/2009,Jalpaiguri,N.S.(N.S.)
12/09/2009,mjunction,
12/09/2009,Cochin,96.59 (N.S.)
12/09/2009,Coonoor,75.65 (75.67)
12/09/2009,Coimbatore,79.04 (80.32)
12/09/2009,Tea Serve,73.88 (71.44)
05/09/2009,Kolkata,129.34 (108.38)
05/09/2009,Guwahati,112.47 (97.37)
05/09/2009,Siliguri,No sale
05/09/2009,Jalpaiguri,N.S.(N.S.)
05/09/2009,mjunction,
05/09/2009,Cochin,No sale
05/09/2009,Coonoor,74.29 (72.11)
05/09/2009,Coimbatore,80.59 (75.62)
05/09/2009,Tea Serve,70.36 (68.57)
22/08/2009,Kolkata,131.14 (111.18)
22/08/2009,Guwahati,114.17 (96.22)
22/08/2009,Siliguri,101.14 (89.13
22/08/2009,Jalpaiguri,N.S.(N.S.)
22/08/2009,mjunction,
22/08/2009,Cochin,95.89 (83.49
