week,location,average_price
23/07/2022,Coimbatore,95.79(102.37)
23/07/2022,Tea Serve,69.24(80.84)
16/07/2022,Kolkata,236.69(224.12)
16/07/2022,Guwahati,205.16(195.69)
16/07/2022,Siliguri,180.06(181.51)
16/07/2022,Jalpaiguri,NS(NS)
16/07/2022,mjunction,176.21(174.92)
16/07/2022,Cochin,130.36(116.02)
16/07/2022,Coonoor,76.57(90.87)
16/07/2022,Coimbatore,94.08(101.84)
16/07/2022,Tea Serve,70.89(81.74)
09/07/2022,Kolkata,248.26(229.40)
09/07/2022,Guwahati,208.70(207.14)
09/07/2022,Siliguri,187.17(181.19)
09/07/2022,Jalpaiguri,NS(NS)
09/07/2022,mjunction,181.33(178.29)
09/07/2022,Cochin,129.98(116.99)
09/07/2022,Coonoor,75.78(92.44)
09/07/2022,Coimbatore,92.45(109.01)
09/07/2022,Tea Serve,68.81(78.88)
02/07/2022,Kolkata,257.45(247.99)
02/07/2022,Guwahati,213.37(225.96)
02/07/2022,Siliguri,198.41(192.22)
02/07/2022,Jalpaiguri,NS(NS)
02/07/2022,mjunction,163.33(206.35)
02/07/2022,Cochin,124.40(122.37)
02/07/2022,Coonoor,75.58(94.20)
02/07/2022,Coimbatore,93.28(110.08)
02/07/2022,Tea Serve,68.49(87.11)
25/06/2022,Kolkata,258.02(238.82)
25/06/2022,Guwahati,216.62(230.82)
25/06/2022,Siliguri,203.85(203.53)
25/06/2022,Jalpaiguri,NS(NS)
25/06/2022,mjunction,251.88(239.89)
25/06/2022,Cochin,124.67(124.42)
25/06/2022,Coonoor,89.01(94.34)
25/06/2022,Coimbatore,92.81(110.82)
25/06/2022,Tea Serve,72.34(NS)
18/06/2022,Kolkata,250.37(236.20)
18/06/2022,Guwahati,224.31(234.00)
18/06/2022,Siliguri,207.27(214.41)
18/06/2022,Jalpaiguri,NS(NS)
18/06/2022,mjunction,185.66(200.31)
18/06/2022,Cochin,119.26(123.66)
18/06/2022,Coonoor,76.32(97.51)
18/06/2022,Coimbatore,96.38(110.80)
18/06/2022,Tea Serve,74.12(108.31)
11/06/2022,Kolkata,212.26(223.94)
11/06/2022,Guwahati,208.38(233.97)
11/06/2022,Siliguri,202.03(221.68)
11/06/2022,Jalpaiguri,NS(NS)
11/06/2022,mjunction,191.91(216.31)
11/06/2022,Cochin,117.60(128.56)
11/06/2022,Coonoor,80.33(110.49)
11/06/2022,Coimbatore,94.81(115.71)
11/06/2022,Tea Serve,74.56(103.24)
04/06/2022,Kolkata,189.99(226.43)
04/06/2022,Guwahati,189.27(226.96)
04/06/2022,Siliguri,191.63(217.32)
04/06/2022,Jalpaiguri,NS(NS)
04/06/2022,mjunction,230.65(205.50)
04/06/2022,Cochin,120.37(134.59)
04/06/2022,Coonoor,84.15(116.00)
04/06/2022,Coimbatore,96.02(124.14)
04/06/2022,Tea Serve,74.54(104.91)
28/05/2022,Kolkata,187.06(NS)
28/05/2022,Guwahati,180.88(223.07)
28/05/2022,Siliguri,180.78(211.23)
28/05/2022,Jalpaiguri,NS(NS)
28/05/2022,mjunction,152.05(203.38)
28/05/2022,Cochin,122.14(141.32)
28/05/2022,Coonoor,85.06(NS)
28/05/2022,Coimbatore,95.75(NS)
28/05/2022,Tea Serve,74.77(102.81)
21/05/2022,Kolkata,197.95(221.95)
21/05/2022,Guwahati,180.30(217.89)
21/05/2022,Siliguri,174.14(207.44)
21/05/2022,Jalpaiguri,NS(NS)
21/05/2022,mjunction,153.00(187.59)
21/05/2022,Cochin,126.87(155.42)
21/05/2022,Coonoor,85.66(122.22)
21/05/2022,Coimbatore,101.44(132.95)
21/05/2022,Tea Serve,78.46(107.32)
14/05/2022,Kolkata,197.65(214.24)
14/05/2022,Guwahati,185.60(211.57)
14/05/2022,Siliguri,175.92(203.21)
14/05/2022,Jalpaiguri,NS(NS)
14/05/2022,mjunction,172.29(187.99)
14/05/2022,Cochin,128.29(142.60)
14/05/2022,Coonoor,87.31(125.54)
14/05/2022,Coimbatore,99.62(125.25)
14/05/2022,Tea Serve,81.16(112.59)
07/05/2022,Kolkata,214.26(219.79)
07/05/2022,Guwahati,194.29(204.12)
07/05/2022,Siliguri,184.57(198.30)
07/05/2022,Jalpaiguri,NS(NS)
07/05/2022,mjunction,159.74(179.12)
07/05/2022,Cochin,133.23(133.19)
07/05/2022,Coonoor,89.01(120.89)
07/05/2022,Coimbatore,101.81(121.89)
07/05/2022,Tea Serve,79.72(109.20)
30/04/2022,Kolkata,238.82(206.64)
30/04/2022,Guwahati,215.41(197.68)
30/04/2022,Siliguri,203.41(198.32)
30/04/2022,Jalpaiguri,NS(NS)
30/04/2022,mjunction,198.70(167.87)
30/04/2022,Cochin,133.41(130.23)
30/04/2022,Coonoor,90.25(116.29)
30/04/2022,Coimbatore,102.49(119.15)
30/04/2022,Tea Serve,80.26(103.19)
23/04/2022,Kolkata,241.59(212.06)
23/04/2022,Guwahati,256.67(199.02)
23/04/2022,Siliguri,229.12(209.78)
23/04/2022,Jalpaiguri,NS(NS)
23/04/2022,mjunction,186.66(185.53)
23/04/2022,Cochin,135.64(133.80)
23/04/2022,Coonoor,91.05(113.09)
23/04/2022,Coimbatore,103.31(122.64)
23/04/2022,Tea Serve,79.29(106.26)
16/04/2022,Kolkata,236.80(215.88)
16/04/2022,Guwahati,272.04(NS)
16/04/2022,Siliguri,227.47(211.39)
16/04/2022,Jalpaiguri,NS(NS)
16/04/2022,mjunction,199.62(184.14)
16/04/2022,Cochin,NS(144.05)
16/04/2022,Coonoor,91.42(113.10)
16/04/2022,Coimbatore,97.99(121.46)
16/04/2022,Tea Serve,80.37(106.17)
09/04/2022,Kolkata,225.79(195.14)
09/04/2022,Guwahati,242.09(231.06)
09/04/2022,Siliguri,265.10(213.18)
09/04/2022,Jalpaiguri,NS(NS)
09/04/2022,mjunction,NS(211.37)
09/04/2022,Cochin,131.71(152.67)
09/04/2022,Coonoor,90.92(116.23)
09/04/2022,Coimbatore,99.95(124.93)
09/04/2022,Tea Serve,79.25(104.82)
02/04/2022,Kolkata,NS(NS)
02/04/2022,Guwahati,130.15(157.20)
02/04/2022,Siliguri,178.71(NS)
02/04/2022,Jalpaiguri,NS(NS)
02/04/2022,mjunction,NS(NS)
02/04/2022,Cochin,136.26(NS)
02/04/2022,Coonoor,89.86(118.40)
02/04/2022,Coimbatore,97.17(130.37)
02/04/2022,Tea Serve,80.78(113.84)
26/03/2022,Kolkata,144.31(145.91)
26/03/2022,Guwahati,NS(NS)
26/03/2022,Siliguri,NS(169.16)
26/03/2022,Jalpaiguri,NS(NS)
26/03/2022,mjunction,NS(NS)
26/03/2022,Cochin,133.54(162.14)
26/03/2022,Coonoor,90.21(122.10)
26/03/2022,Coimbatore,98.10(131.58)
26/03/2022,Tea Serve,79.86(114.29)
19/03/2022,Kolkata,NS(NS)
19/03/2022,Guwahati,NS(NS)
19/03/2022,Siliguri,NS(NS)
19/03/2022,Jalpaiguri,NS(NS)
19/03/2022,mjunction,NS(NS)
19/03/2022,Cochin,134.07(163.36)
19/03/2022,Coonoor,88.97(122.16)
19/03/2022,Coimbatore,99.61(130.02)
19/03/2022,Tea Serve,81.34(112.89)
12/03/2022,Kolkata,NS(145.50)
12/03/2022,Guwahati,NS(149.59)
12/03/2022,Siliguri,NS(NS)
12/03/2022,Jalpaiguri,NS(NS)
12/03/2022,mjunction,100.59(NS)
12/03/2022,Cochin,136.57(163.75)
12/03/2022,Coonoor,92.29(121.41)
12/03/2022,Coimbatore,102.56(132.13)
12/03/2022,Tea Serve,84.89(113.60)
05/03/2022,Kolkata,NS(147.73)
05/03/2022,Guwahati,132.14(NS)
05/03/2022,Siliguri,NS(NS)
05/03/2022,Jalpaiguri,NS(NS
05/03/2022,mjunction,NS(NS)
05/03/2022,Cochin,136.39(164.24)
05/03/2022,Coonoor,97.09(120.39)
05/03/2022,Coimbatore,105.15(131.97)
05/03/2022,Tea Serve,87.26(117.88)
26/02/2022,Kolkata,142.20(156.36)
26/02/2022,Guwahati,NS(158.10)
26/02/2022,Siliguri,121.50(NS)
26/02/2022,Jalpaiguri,NS(NS)
26/02/2022,mjunction,109.58(NS)
26/02/2022,Cochin,136.90(165.38)
26/02/2022,Coonoor,100.73(123.94)
26/02/2022,Coimbatore,107.57(139.69)
26/02/2022,Tea Serve,88.82(117.14)
19/02/2022,Kolkata,NS(167.61)
19/02/2022,Guwahati,135.50(145.83)
19/02/2022,Siliguri,NS(150.80)
19/02/2022,Jalpaiguri,NS(NS)
19/02/2022,mjunction,NS(147.02)
19/02/2022,Cochin,140.42(164.23)
19/02/2022,Coonoor,102.50(129.99)
19/02/2022,Coimbatore,110.92(138.64)
19/02/2022,Tea Serve,89.25(118.02)
12/02/2022,Kolkata,148.65(174.30)
12/02/2022,Guwahati,141.80(147.65)
12/02/2022,Siliguri,NS(151.70)
12/02/2022,Jalpaiguri,NS(NS)
12/02/2022,mjunction,NS(147.27)
12/02/2022,Cochin,140.41(167.30)
12/02/2022,Coonoor,104.05(131.72)
12/02/2022,Coimbatore,112.29(140.33)
12/02/2022,Tea Serve,90.71(118.78)
05/02/2022,Kolkata,161.20(171.46)
05/02/2022,Guwahati,148.10(156.74)
05/02/2022,Siliguri,129.89(148.68)
05/02/2022,Jalpaiguri,NS(NS)
05/02/2022,mjunction,120.42(154.98)
05/02/2022,Cochin,140.12(164.51)
05/02/2022,Coonoor,102.76(132.86)
05/02/2022,Coimbatore,114.67(141.61)
05/02/2022,Tea Serve,91.26(113.49)
29/01/2022,Kolkata,NS(184.65)
29/01/2022,Guwahati,149.06(160.29)
29/01/2022,Siliguri,139.98(152.18)
29/01/2022,Jalpaiguri,NS(NS)
29/01/2022,mjunction,127.18(136.28)
29/01/2022,Cochin,140.70(167.83)
29/01/2022,Coonoor,103.64(132.06)
29/01/2022,Coimbatore,111.73(142.04)
29/01/2022,Tea Serve,89.83(122.69)
22/01/2022,Kolkata,166.24(181.99)
22/01/2022,Guwahati,148.01(164.85)
22/01/2022,Siliguri,146.52(160.07)
22/01/2022,Jalpaiguri,NS(NS)
22/01/2022,mjunction,120.57(125.10)
22/01/2022,Cochin,142.85(168.86)
22/01/2022,Coonoor,100.07(132.29)
22/01/2022,Coimbatore,109.38(139.11)
22/01/2022,Tea Serve,88.30(126.47)
15/01/2022,Kolkata,175.82(183.20)
15/01/2022,Guwahati,151.42(168.27)
15/01/2022,Siliguri,152.10(163.66)
15/01/2022,Jalpaiguri,NS(NS)
15/01/2022,mjunction,129.16(138.55)
15/01/2022,Cochin,142.55(166.89)
15/01/2022,Coonoor,97.92(135.42)
15/01/2022,Coimbatore,112.60(139.27)
15/01/2022,Tea Serve,89.91(124.95)
08/01/2022,Kolkata,180.49(183.43)
08/01/2022,Guwahati,153.81(167.99)
08/01/2022,Siliguri,155.39(167.60)
08/01/2022,Jalpaiguri,NS(NS)
08/01/2022,mjunction,126.04(129.87)
08/01/2022,Cochin,140.21(171.59)
08/01/2022,Coonoor,96.41(134.05)
08/01/2022,Coimbatore,112.37(137.28)
08/01/2022,Tea Serve,89.13(117.34)
01/01/2022,Kolkata,191.56(187.04)
01/01/2022,Guwahati,162.42(164.08)
01/01/2022,Siliguri,165.34(168.57)
01/01/2022,Jalpaiguri,NS(NS)
01/01/2022,mjunction,144.13(130.40)
01/01/2022,Cochin,NS(NS)
01/01/2022,Coonoor,NS(NS)
01/01/2022,Coimbatore,NS(NS)
01/01/2022,Tea Serve,NS(108.74)
31/12/2022,Kolkata,187.14(190.91)
31/12/2022,Guwahati,156.78(162.54)
31/12/2022,Siliguri,154.78(165.34)
31/12/2022,Jalpaiguri,NS(NS)
31/12/2022,mjunction,123.40(144.13)
31/12/2022,Cochin,NS(NS)
31/12/2022,Coonoor,112.93(NS)
31/12/2022,Coimbatore,NS(NS)
31/12/2022,Tea Serve,104.56(NS)
24/12/2022,Kolkata,193.25(195.83)
24/12/2022,Guwahati,161.45(167.79)
24/12/2022,Siliguri,158.95(172.21)
24/12/2022,Jalpaiguri,NS(NS)
24/12/2022,mjunction,154.89(158.49)
24/12/2022,Cochin,144.23(138.78)
24/12/2022,Coonoor,112.09(94.75)
24/12/2022,Coimbatore,119.68(111.01)
24/12/2022,Tea Serve,103.79(86.98)
17/12/2022,Kolkata,196.84(194.32)
17/12/2022,Guwahati,163.65(173.40)
17/12/2022,Siliguri,166.57(178.90)
17/12/2022,Jalpaiguri,NS(NS)
17/12/2022,mjunction,131.39(160.55)
17/12/2022,Cochin,142.62(133.93)
17/12/2022,Coonoor,110.67(94.79)
17/12/2022,Coimbatore,118.17(106.72)
17/12/2022,Tea Serve,99.52(86.83)
10/12/2022,Kolkata,206.80(205.41)
10/12/2022,Guwahati,173.77(178.38)
10/12/2022,Siliguri,172.28(179.26)
10/12/2022,Jalpaiguri,NS(NS)
10/12/2022,mjunction,153.94(143.40)
10/12/2022,Cochin,143.61(129.34)
10/12/2022,Coonoor,108.74(98.29)
10/12/2022,Coimbatore,113.46(106.23)
10/12/2022,Tea Serve,97.11(86.95)
03/12/2022,Kolkata,214.85(209.99)
03/12/2022,Guwahati,177.42(180.89)
03/12/2022,Siliguri,169.76(169.49)
03/12/2022,Jalpaiguri,NS(NS)
03/12/2022,mjunction,141.25(136.55)
03/12/2022,Cochin,148.87(129.40)
03/12/2022,Coonoor,110.86(98.15)
03/12/2022,Coimbatore,116.51(99.51)
03/12/2022,Tea Serve,99.33(83.77)
26/11/2022,Kolkata,226.37(223.21)
26/11/2022,Guwahati,182.58(182.19)
26/11/2022,Siliguri,167.87(170.54)
26/11/2022,Jalpaiguri,NS(NS)
26/11/2022,mjunction,161.43(148.79)
26/11/2022,Cochin,149.26(130.64)
26/11/2022,Coonoor,113.10(96.73)
26/11/2022,Coimbatore,121.55(100.71)
26/11/2022,Tea Serve,102.97(81.61)
19/11/2022,Kolkata,233.17(221.53)
19/11/2022,Guwahati,185.53(183.41)
19/11/2022,Siliguri,170.99(180.46)
19/11/2022,Jalpaiguri,NS(NS)
19/11/2022,mjunction,NS(131.28)
19/11/2022,Cochin,154.09(130.71)
19/11/2022,Coonoor,115.71(92.81)
19/11/2022,Coimbatore,122.27(98.44)
19/11/2022,Tea Serve,108.87(78.55)
12/11/2022,Kolkata,239.65(209.18)
12/11/2022,Guwahati,190.10(184.73)
12/11/2022,Siliguri,172.92(186.85)
12/11/2022,Jalpaiguri,NS(NS)
12/11/2022,mjunction,147.10(138.88)
12/11/2022,Cochin,151.11(128.28)
12/11/2022,Coonoor,115.53(90.32)
12/11/2022,Coimbatore,123.50(93.10)
12/11/2022,Tea Serve,106.58(76.70)
05/11/2022,Kolkata,232.59(212.39)
05/11/2022,Guwahati,196.10(185.91)
05/11/2022,Siliguri,179.15(190.14)
05/11/2022,Jalpaiguri,NS(NS)
05/11/2022,mjunction,NS(145.62)
05/11/2022,Cochin,147.21(128.36)
05/11/2022,Coonoor,112.72(88.77)
05/11/2022,Coimbatore,118.28(NS)
05/11/2022,Tea Serve,101.22(74.23)
29/10/2022,Kolkata,250.78(207.96)
29/10/2022,Guwahati,196.93(177.68)
29/10/2022,Siliguri,184.07(176.53)
29/10/2022,Jalpaiguri,NS(NS)
29/10/2022,mjunction,158.58(140.03)
29/10/2022,Cochin,145.67(130.81)
29/10/2022,Coonoor,107.51(86.76)
29/10/2022,Coimbatore,NS(91.58)
29/10/2022,Tea Serve,93.75(71.75)
22/10/2022,Kolkata,233.65(217.22)
22/10/2022,Guwahati,204.87(175.53)
22/10/2022,Siliguri,185.36(175.62)
22/10/2022,Jalpaiguri,NS(NS)
22/10/2022,mjunction,120.93(NS)
22/10/2022,Cochin,141.32(128.55)
22/10/2022,Coonoor,103.33(84.09)
22/10/2022,Coimbatore,111.69(92.03)
22/10/2022,Tea Serve,85.98(76.66)
15/10/2022,Kolkata,234.32(NS)
15/10/2022,Guwahati,203.09(NS)
15/10/2022,Siliguri,181.29(NS)
15/10/2022,Jalpaiguri,NS(NS)
15/10/2022,mjunction,157.05(149.51)
15/10/2022,Cochin,142.12(124.14)
15/10/2022,Coonoor,99.64(86.09)
15/10/2022,Coimbatore,115.21(90.17)
15/10/2022,Tea Serve,85.60(76.53)
08/10/2022,Kolkata,NS(217.03)
08/10/2022,Guwahati,NS(173.90)
08/10/2022,Siliguri,NS(153.22)
08/10/2022,Jalpaiguri,NS(NS)
08/10/2022,mjunction,NS(147.83)
08/10/2022,Cochin,143.89(124.43)
08/10/2022,Coonoor,98.46(87.61)
08/10/2022,Coimbatore,114.23(90.39)
08/10/2022,Tea Serve,86.26(78.22)
01/10/2022,Kolkata,232.10(220.10)
01/10/2022,Guwahati,192.11(178.72)
01/10/2022,Siliguri,175.35(161.56)
01/10/2022,Jalpaiguri,NS(NS)
01/10/2022,mjunction,177.17(116.82)
01/10/2022,Cochin,150.21(126.37)
01/10/2022,Coonoor,101.15(90.12)
01/10/2022,Coimbatore,113.56(95.79)
01/10/2022,Tea Serve,90.21(81.69)
24/09/2022,Kolkata,235.30(223.11)
24/09/2022,Guwahati,196.80(177.37)
24/09/2022,Siliguri,169.95(161.88)
24/09/2022,Jalpaiguri,NS(NS)
24/09/2022,mjunction,157.96(142.91)
24/09/2022,Cochin,149.65(126.38)
24/09/2022,Coonoor,99.87(92.45)
24/09/2022,Coimbatore,116.51(96.17)
24/09/2022,Tea Serve,91.55(79.51)
17/09/2022,Kolkata,246.81(216.13)
17/09/2022,Guwahati,203.84(179.12)
17/09/2022,Siliguri,173.07(164.62)
17/09/2022,Jalpaiguri,NS(NS)
17/09/2022,mjunction,183.01(152.84)
17/09/2022,Cochin,152.19(126.95)
17/09/2022,Coonoor,97.93(94.06)
17/09/2022,Coimbatore,119.88(96.36)
17/09/2022,Tea Serve,94.25(78.95)
10/09/2022,Kolkata,259.99(218.92)
10/09/2022,Guwahati,214.21(176.46)
10/09/2022,Siliguri,182.92(168.68)
10/09/2022,Jalpaiguri,NS(NS)
10/09/2022,mjunction,164.28(147.89)
10/09/2022,Cochin,NS(123.30)
10/09/2022,Coonoor,98.70(93.79)
10/09/2022,Coimbatore,110.94(97.80)
10/09/2022,Tea Serve,91.85(78.80)
03/09/2022,Kolkata,270.04(220.59)
03/09/2022,Guwahati,218.88(173.38)
03/09/2022,Siliguri,185.75(169.57)
03/09/2022,Jalpaiguri,NS(NS)
03/09/2022,mjunction,168.06(143.74)
03/09/2022,Cochin,156.25(127.86)
