week,location,average_price
27/12/2008,Kolkata,103.39(83.66)
27/12/2008,Guwahati,87.25(78.42)
27/12/2008,Siliguri,84.90(72.10)
27/12/2008,Jalpaiguri,N.S.(N.S.)
27/12/2008,mjunction,
27/12/2008,Cochin,N.S.(N.S.)
27/12/2008,Coonoor,N.S.(52.02)
27/12/2008,Coimbatore,N.S.(N.S.)
27/12/2008,Tea Serve,64.40(46.77)
20/12/2008,Kolkata,104.46(83.94)
20/12/2008,Guwahati,89.05(78.92)
20/12/2008,Siliguri,86.30(74.92)
20/12/2008,Jalpaiguri,N.S.(N.S.)
20/12/2008,mjunction,
20/12/2008,Cochin,77.65(54.77)
20/12/2008,Coonoor,65.74(51.70)
20/12/2008,Coimbatore,69.01(52.26)
20/12/2008,Tea Serve,59.00(46.24)
13/12/2008,Kolkata,105.00(81.51)
13/12/2008,Guwahati,89.91(76.62)
13/12/2008,Siliguri,86.17(73.01)
13/12/2008,Jalpaiguri,N.S.(N.S.)
13/12/2008,mjunction,
13/12/2008,Cochin,75.13(53.64)
13/12/2008,Coonoor,61.88(48.30)
13/12/2008,Coimbatore,64.50(50.38)
13/12/2008,Tea Serve,56.50(42.40)
06/12/2008,Kolkata,108.20(79.50)
06/12/2008,Guwahati,94.72(75.04)
06/12/2008,Siliguri,85.79(70.89)
06/12/2008,Jalpaiguri,N.S.(N.S.)
06/12/2008,mjunction,
06/12/2008,Cochin,70.67(53.92)
06/12/2008,Coonoor,59.19(47.17)
06/12/2008,Coimbatore,60.17(49.13)
06/12/2008,Tea Serve,57.37(40.60)
29/11/2008,Kolkata,109.96(78.50)
29/11/2008,Guwahati,96.85(73.10)
29/11/2008,Siliguri,86.99(69.46)
29/11/2008,Jalpaiguri,N.S.(N.S.)
29/11/2008,mjunction,
29/11/2008,Cochin,79.50(54.80)
29/11/2008,Coonoor,60.97(46.17)
29/11/2008,Coimbatore,61.46(49.55)
29/11/2008,Tea Serve,59.31(40.16)
22/11/2008,Kolkata,108.40(77.26)
22/11/2008,Guwahati,96.76(72.74)
22/11/2008,Siliguri,86.72(69.77)
22/11/2008,Jalpaiguri,N.S.(N.S.)
22/11/2008,mjunction,
22/11/2008,Cochin,83.90(53.46)
22/11/2008,Coonoor,66.11(43.93)
22/11/2008,Coimbatore,68.63(47.02)
22/11/2008,Tea Serve,63.78(37.99)
15/11/2008,Kolkata,109.03(77.00)
15/11/2008,Guwahati,98.77(71.39)
15/11/2008,Siliguri,89.07(66.30)
15/11/2008,Jalpaiguri,N.S.(N.S.)
15/11/2008,mjunction,
15/11/2008,Cochin,81.31(53.44)
15/11/2008,Coonoor,68.07(40.79)
15/11/2008,Coimbatore,71.00(44.58)
15/11/2008,Tea Serve,65.17(37.58)
08/11/2008,Kolkata,107.71(78.66)
08/11/2008,Guwahati,100.19(72.08)
08/11/2008,Siliguri,90.18(N.S.)
08/11/2008,Jalpaiguri,N.S.(N.S.)
08/11/2008,mjunction,
08/11/2008,Cochin,N.S.(53.95)
08/11/2008,Coonoor,69.12(39.32)
08/11/2008,Coimbatore,70.73(N.S.)
08/11/2008,Tea Serve,65.37(35.12)
01/11/2008,Kolkata,109.46(76.47)
01/11/2008,Guwahati,101.34(70.76)
01/11/2008,Siliguri,90.01(65.26)
01/11/2008,Jalpaiguri,N.S.(N.S.)
01/11/2008,mjunction,
01/11/2008,Cochin,83.95(53.81)
01/11/2008,Coonoor,74.88(40.02)
01/11/2008,Coimbatore,72.75(43.95)
01/11/2008,Tea Serve,68.22(35.04)
25/10/2008,Kolkata,114.23(76.01)
25/10/2008,Guwahati,106.50(N.S.)
25/10/2008,Siliguri,96.21(65.00)
25/10/2008,Jalpaiguri,N.S.(N.S.)
25/10/2008,mjunction,
25/10/2008,Cochin,90.24(51.52)
25/10/2008,Coonoor,79.69(38.20)
25/10/2008,Coimbatore,N.S.(42.48)
25/10/2008,Tea Serve,75.94(37.04)
18/10/2008,Kolkata,113.59(N.S.)
18/10/2008,Guwahati,107.29(71.50)
18/10/2008,Siliguri,98.95(N.S.)
18/10/2008,Jalpaiguri,N.S.(N.S.)
18/10/2008,mjunction,
18/10/2008,Cochin,93.65(48.70)
18/10/2008,Coonoor,83.14(38.18)
18/10/2008,Coimbatore,84.21(41.58)
18/10/2008,Tea Serve,79.83(36.32)
11/10/2008,Kolkata,N.S.(75.54)
11/10/2008,Guwahati,N.S.(70.76)
11/10/2008,Siliguri,N.S.(64.98)
11/10/2008,Jalpaiguri,N.S.(N.S.)
11/10/2008,mjunction,
11/10/2008,Cochin,91.01(51.95)
11/10/2008,Coonoor,82.26(38.51)
11/10/2008,Coimbatore,84.37(43.38)
