week,location,average_price
06/11/2021,Guwahati,186.43(191.65)
06/11/2021,Siliguri,190.14(194.98)
06/11/2021,Jalpaiguri,NS(NS)
06/11/2021,mjunction,145.62(NS)
06/11/2021,Cochin,122.42(194.12)
06/11/2021,Coonoor,88.07(149.31)
06/11/2021,Coimbatore,NS(159.44)
06/11/2021,Tea Serve,74.23(136.57)
30/10/2021,Kolkata,203.09(NS)
30/10/2021,Guwahati,177.17(205.06)
30/10/2021,Siliguri,176.53(NS)
30/10/2021,Jalpaiguri,NS(NS)
30/10/2021,mjunction,140.03(205.69)
30/10/2021,Cochin,126.17(187.12)
30/10/2021,Coonoor,85.58(151.39)
30/10/2021,Coimbatore,91.10(159.93)
30/10/2021,Tea Serve,71.75(133.75)
23/10/2021,Kolkata,211.73(241.28)
23/10/2021,Guwahati,176.98(214.48)
23/10/2021,Siliguri,175.62(208.57)
23/10/2021,Jalpaiguri,NS(NS)
23/10/2021,mjunction,NS(205.78)
23/10/2021,Cochin,123.62(182.89)
23/10/2021,Coonoor,83.05(150.07)
23/10/2021,Coimbatore,91.68(156.02)
23/10/2021,Tea Serve,76.66(132.77)
16/10/2021,Kolkata,NS(248.03)
16/10/2021,Guwahati,NS(226.98)
16/10/2021,Siliguri,NS(211.91)
16/10/2021,Jalpaiguri,NS(NS)
16/10/2021,mjunction,149.51(220.53)
16/10/2021,Cochin,118.36(180.36)
16/10/2021,Coonoor,84.86(145.33)
16/10/2021,Coimbatore,89.75(156.14)
16/10/2021,Tea Serve,76.53(121.42)
09/10/2021,Kolkata,208.58(258.59)
09/10/2021,Guwahati,172.81(239.38)
09/10/2021,Siliguri,153.22(224.61)
09/10/2021,Jalpaiguri,NS(NS)
09/10/2021,mjunction,147.83(247.17)
09/10/2021,Cochin,117.03(173.10)
09/10/2021,Coonoor,86.30(146.37)
09/10/2021,Coimbatore,89.91(154.90)
09/10/2021,Tea Serve,78.22(133.94)
02/10/2021,Kolkata,210.54(269.09)
02/10/2021,Guwahati,180.46(257.40)
02/10/2021,Siliguri,161.56(239.57)
02/10/2021,Jalpaiguri,NS(NS)
02/10/2021,mjunction,116.82(254.80)
02/10/2021,Cochin,118.64(175.67)
02/10/2021,Coonoor,89.50(156.33)
02/10/2021,Coimbatore,95.31(166.29)
02/10/2021,Tea Serve,81.69(144.25)
25/09/2021,Kolkata,210.30(274.35)
25/09/2021,Guwahati,177.76(264.71)
25/09/2021,Siliguri,161.88 (247.18)
25/09/2021,Jalpaiguri,NS(NS)
25/09/2021,mjunction,142.91(251.80)
25/09/2021,Cochin,120.20(188.46)
25/09/2021,Coonoor,91.16(170.74)
25/09/2021,Coimbatore,95.96(180.74)
25/09/2021,Tea Serve,79.51(165.36)
18/09/2021,Kolkata,203.95(283.32)
18/09/2021,Guwahati,181.04(274.79)
18/09/2021,Siliguri,164.62(251.40)
18/09/2021,Jalpaiguri,NS(NS)
18/09/2021,mjunction,152.84(229.86)
18/09/2021,Cochin,119.33(197.36)
18/09/2021,Coonoor,92.86(185.50)
18/09/2021,Coimbatore,95.85(192.72)
18/09/2021,Tea Serve,78.95(181.35)
11/09/2021,Kolkata,204.70(NS)
11/09/2021,Guwahati,174.56(281.29)
11/09/2021,Siliguri,168.68(253.80)
11/09/2021,Jalpaiguri,NS(NS)
11/09/2021,mjunction,147.89(263.75)
11/09/2021,Cochin,117.78(195.02)
11/09/2021,Coonoor,92.78(193.04)
11/09/2021,Coimbatore,97.42(192.82)
11/09/2021,Tea Serve,78.80(179.85)
04/09/2021,Kolkata,211.73(297.00)
04/09/2021,Guwahati,172.35(289.69)
04/09/2021,Siliguri,169.57(255.01)
04/09/2021,Jalpaiguri,NS(NS)
04/09/2021,mjunction,143.74(275.17)
04/09/2021,Cochin,123.61(NS)
04/09/2021,Coonoor,94.04(194.12)
04/09/2021,Coimbatore,98.15(190.87)
04/09/2021,Tea Serve,75.35(174.35)
28/08/2021,Kolkata,210.48(302.91)
28/08/2021,Guwahati,170.71(297.81)
28/08/2021,Siliguri,173.78(248.69)
28/08/2021,Jalpaiguri,NS(NS)
28/08/2021,mjunction,135.57(272.60)
28/08/2021,Cochin,123.83(177.99)
28/08/2021,Coonoor,92.24(187.93)
28/08/2021,Coimbatore,101.57(178.95)
28/08/2021,Tea Serve,74.54(160.63)
21/08/2021,Kolkata,220.83(312.13)
21/08/2021,Guwahati,173.40(296.08)
21/08/2021,Siliguri,169.84(245.22)
21/08/2021,Jalpaiguri,NS(NS)
21/08/2021,mjunction,148.44(235.64)
21/08/2021,Cochin,NS(166.95)
21/08/2021,Coonoor,90.79(173.65)
21/08/2021,Coimbatore,101.68(166.76)
21/08/2021,Tea Serve,79.21(151.82)
14/08/2021,Kolkata,211.27(314.22)
14/08/2021,Guwahati,173.36(297.90)
14/08/2021,Siliguri,169.29(246.81)
14/08/2021,Jalpaiguri,NS(NS)
14/08/2021,mjunction,148.41(258.72)
14/08/2021,Cochin,119.64(156.35)
14/08/2021,Coonoor,89.50(168.49)
14/08/2021,Coimbatore,101.24(158.91)
14/08/2021,Tea Serve,76.95(143.75)
07/08/2021,Kolkata,210.38(313.58)
07/08/2021,Guwahati,175.63(288.71)
07/08/2021,Siliguri,178.66(251.87)
07/08/2021,Jalpaiguri,NS(NS)
07/08/2021,mjunction,145.00(256.52)
07/08/2021,Cochin,120.20(142.65)
07/08/2021,Coonoor,88.97(150.86)
07/08/2021,Coimbatore,100.70(149.62)
07/08/2021,Tea Serve,79.64(139.04)
31/07/2021,Kolkata,213.93(299.17)
31/07/2021,Guwahati,180.68(279.22)
31/07/2021,Siliguri,177.25(246.18)
31/07/2021,Jalpaiguri,NS(NS)
31/07/2021,mjunction,193.62(235.83)
31/07/2021,Cochin,118.01(133.30)
31/07/2021,Coonoor,91.52(147.09)
31/07/2021,Coimbatore,101.26(144.15)
31/07/2021,Tea Serve,80.47(129.19)
24/07/2021,Kolkata,214.17(290.01)
24/07/2021,Guwahati,183.67(NS)
24/07/2021,Siliguri,185.05(241.01)
24/07/2021,Jalpaiguri,NS(NS)
24/07/2021,mjunction,152.80(244.98)
24/07/2021,Cochin,117.95(131.42)
24/07/2021,Coonoor,90.64(141.50)
24/07/2021,Coimbatore,102.37(141.44)
24/07/2021,Tea Serve,80.84(122.95)
17/07/2021,Kolkata,224.12(286.15)
17/07/2021,Guwahati,195.69(281.23)
17/07/2021,Siliguri,181.51(236.66)
17/07/2021,Jalpaiguri,NS(NS)
17/07/2021,mjunction,174.92 296.47)
17/07/2021,Cochin,116.02(126.45)
17/07/2021,Coonoor,90.87(137.68)
17/07/2021,Coimbatore,101.84(136.45)
17/07/2021,Tea Serve,81.74(111.41)
10/07/2021,Kolkata,229.40 (271.25)
10/07/2021,Guwahati,207.14 (NS)
10/07/2021,Siliguri,181.19 (231.40)
10/07/2021,Jalpaiguri,NS(NS)
10/07/2021,mjunction,178.29(249.28)
10/07/2021,Cochin,116.99(118.59)
10/07/2021,Coonoor,92.44(128.41)
10/07/2021,Coimbatore,109.01(128.30)
10/07/2021,Tea Serve,78.88(105.30)
03/07/2021,Kolkata,247.99(266.99)
03/07/2021,Guwahati,225.96(272.12)
03/07/2021,Siliguri,192.22(228.76)
03/07/2021,Jalpaiguri,NS(NS)
03/07/2021,mjunction,206.35(NS)
03/07/2021,Cochin,122.37(110.21)
03/07/2021,Coonoor,94.20(116.15)
03/07/2021,Coimbatore,110.08(116.02)
03/07/2021,Tea Serve,87.11(97.17)
26/06/2021,Kolkata,238.82(247.44)
26/06/2021,Guwahati,230.82(263.58)
26/06/2021,Siliguri,203.53(226.20)
26/06/2021,Jalpaiguri,NS(NS)
26/06/2021,mjunction,239.89(247.19)
26/06/2021,Cochin,124.42(106.70)
26/06/2021,Coonoor,94.34(112.88)
26/06/2021,Coimbatore,110.82(112.48)
26/06/2021,Tea Serve,NS(88.65)
19/06/2021,Kolkata,236.20(247.44)
19/06/2021,Guwahati,234.00(252.15)
19/06/2021,Siliguri,214.41(219.99)
19/06/2021,Jalpaiguri,NS(NS)
19/06/2021,mjunction,200.31(255.77)
19/06/2021,Cochin,123.66(103.02)
19/06/2021,Coonoor,97.51(110.21)
19/06/2021,Coimbatore,110.80(108.21)
19/06/2021,Tea Serve,108.31(87.90)
12/06/2021,Kolkata,223.94(222.93)
12/06/2021,Guwahati,233.97(229.90)
12/06/2021,Siliguri,221.68(207.24)
12/06/2021,Jalpaiguri,NS(NS)
12/06/2021,mjunction,216.31(239.93)
12/06/2021,Cochin,128.56(103.51)
12/06/2021,Coonoor,110.49(106.63)
12/06/2021,Coimbatore,115.71(103.13)
12/06/2021,Tea Serve,103.24(80.08)
05/06/2021,Kolkata,226.43(205.82)
05/06/2021,Guwahati,226.96(214.39)
05/06/2021,Siliguri,217.32(202.48)
05/06/2021,Jalpaiguri,NS(NS)
05/06/2021,mjunction,205.50(210.00)
05/06/2021,Cochin,134.59(102.29)
05/06/2021,Coonoor,116.00(98.24)
05/06/2021,Coimbatore,124.14(104.62)
05/06/2021,Tea Serve,104.91(78.37)
29/05/2021,Kolkata,NS(NS)
29/05/2021,Guwahati,223.07(196.56)
29/05/2021,Siliguri,211.23(180.23)
29/05/2021,Jalpaiguri,NS(NS)
29/05/2021,mjunction,203.38
29/05/2021,Cochin,141.32(106.33)
29/05/2021,Coonoor,NS(94.66)
29/05/2021,Coimbatore,NS(104.37)
29/05/2021,Tea Serve,102.81(75.30)
22/05/2021,Kolkata,221.95(NS)
22/05/2021,Guwahati,217.89(195.51)
22/05/2021,Siliguri,207.44(195.66)
22/05/2021,Jalpaiguri,NS(NS)
22/05/2021,mjunction,187.59
22/05/2021,Cochin,155.42(110.52)
22/05/2021,Coonoor,122.22(92.89)
22/05/2021,Coimbatore,132.95(105.02)
22/05/2021,Tea Serve,107.32(74.57)
15/05/2021,Kolkata,214.24(135.67)
15/05/2021,Guwahati,211.57(216.54)
15/05/2021,Siliguri,203.21(188.64)
15/05/2021,Jalpaiguri,NS(NS)
15/05/2021,mjunction,187.99
15/05/2021,Cochin,142.60(113.08)
15/05/2021,Coonoor,125.54(93.21)
15/05/2021,Coimbatore,125.25(105.03)
15/05/2021,Tea Serve,112.59(74.60)
08/05/2021,Kolkata,219.79(NS)
08/05/2021,Guwahati,204.12(150.05)
08/05/2021,Siliguri,198.30(209.05)
08/05/2021,Jalpaiguri,NS(NS)
08/05/2021,mjunction,179.12
08/05/2021,Cochin,133.19(118.85)
08/05/2021,Coonoor,120.89(93.93)
08/05/2021,Coimbatore,121.89(NS)
08/05/2021,Tea Serve,109.20(77.05)
05/05/2021,Kolkata,129.79(NS)
05/05/2021,Guwahati,204.12(150.05)
05/05/2021,Siliguri,198.30(209.05)
05/05/2021,Jalpaiguri,NS(NS)
05/05/2021,mjunction,179.12
05/05/2021,Cochin,133.19(118.85)
05/05/2021,Coonoor,120.89(93.93)
05/05/2021,Coimbatore,121.89(NS)
05/05/2021,Tea Serve,109.20(77.05)
01/05/2021,Kolkata,206.04(NS)
01/05/2021,Guwahati,197.68(217.12)
01/05/2021,Siliguri,198.32(204.25)
01/05/2021,Jalpaiguri,NS(NS)
01/05/2021,mjunction,167.87
01/05/2021,Cochin,130.23(90.05)
01/05/2021,Coonoor,116.29(96.35)
01/05/2021,Coimbatore,119.15(NS)
01/05/2021,Tea Serve,103.19(77.26)
24/04/2021,Kolkata,212.06(NS)
24/04/2021,Guwahati,199.02(111.35)
24/04/2021,Siliguri,209.78(129.50)
24/04/2021,Jalpaiguri,NS(NS)
24/04/2021,mjunction,185.53
24/04/2021,Cochin,133.80(120.28)
24/04/2021,Coonoor,113.09(91.05)
24/04/2021,Coimbatore,122.64(106.05)
24/04/2021,Tea Serve,106.26(79.29)
17/04/2021,Kolkata,215.88(NS)
17/04/2021,Guwahati,NS(NS)
17/04/2021,Siliguri,211.39(NS)
17/04/2021,Jalpaiguri,NS(NS)
17/04/2021,mjunction,184.14
17/04/2021,Cochin,144.05(130.27)
17/04/2021,Coonoor,113.10(NS)
17/04/2021,Coimbatore,121.46(NS)
17/04/2021,Tea Serve,106.17(NS)
10/04/2021,Kolkata,195.14(NS)
10/04/2021,Guwahati,231.06(NS)
10/04/2021,Siliguri,213.18(NS)
10/04/2021,Jalpaiguri,NS(NS)
10/04/2021,mjunction,211.37
10/04/2021,Cochin,152.67(119.84)
10/04/2021,Coonoor,116.23(NS)
10/04/2021,Coimbatore,124.93(NS)
10/04/2021,Tea Serve,104.82(NS)
03/04/2021,Kolkata,NS(NS)
03/04/2021,Guwahati,157.20(NS)
03/04/2021,Siliguri,NS(NS)
03/04/2021,Jalpaiguri,NS(NS)
03/04/2021,mjunction,NS
03/04/2021,Cochin,NS(NS)
03/04/2021,Coonoor,118.40(NS)
03/04/2021,Coimbatore,130.37(NS)
03/04/2021,Tea Serve,113.84(NS)
27/03/2021,Kolkata,145.91(NS)
27/03/2021,Guwahati,NS(NS)
27/03/2021,Siliguri,169.16(NS)
27/03/2021,Jalpaiguri,NS(NS)
27/03/2021,mjunction,NS
27/03/2021,Cochin,162.14(NS)
27/03/2021,Coonoor,122.10(NS)
27/03/2021,Coimbatore,131.58(NS)
27/03/2021,Tea Serve,114.29(NS)
20/03/2021,Kolkata,NS(89.92)
20/03/2021,Guwahati,NS(82.23)
20/03/2021,Siliguri,NS(NS)
20/03/2021,Jalpaiguri,NS(NS)
20/03/2021,mjunction,NS
20/03/2021,Cochin,163.36(110.83)
20/03/2021,Coonoor,122.16(81.17)
20/03/2021,Coimbatore,130.02(89.90)
20/03/2021,Tea Serve,112.89(58.29)
13/03/2021,Kolkata,145.50(90.82)
13/03/2021,Guwahati,149.59(NS)
13/03/2021,Siliguri,NS(NS)
13/03/2021,Jalpaiguri,NS(NS)
13/03/2021,mjunction,NS
13/03/2021,Cochin,163.75(112.25)
13/03/2021,Coonoor,121.41(79.20)
13/03/2021,Coimbatore,132.13(95.38)
13/03/2021,Tea Serve,113.60(59.99)
06/03/2021,Kolkata,147.73(94.68)
06/03/2021,Guwahati,NS(85.97)
06/03/2021,Siliguri,NS(91.25)
06/03/2021,Jalpaiguri,NS(NS)
06/03/2021,mjunction,NS
06/03/2021,Cochin,164.24(113.98)
06/03/2021,Coonoor,120.39(78.53)
06/03/2021,Coimbatore,131.97(91.52)
06/03/2021,Tea Serve,117.88(63.03)
27/02/2021,Kolkata,156.36(94.13)
27/02/2021,Guwahati,158.10(88.87)
27/02/2021,Siliguri,NS(NS)
27/02/2021,Jalpaiguri,NS(NS)
27/02/2021,mjunction,NS
27/02/2021,Cochin,165.38(113.94)
27/02/2021,Coonoor,123.94(79.57)
27/02/2021,Coimbatore,139.69(92.18)
27/02/2021,Tea Serve,117.14(61.16)
20/02/2021,Kolkata,167.61(100.24)
20/02/2021,Guwahati,145.83(85.68)
20/02/2021,Siliguri,150.80(96.62)
20/02/2021,Jalpaiguri,NS(NS)
20/02/2021,mjunction,147.02
20/02/2021,Cochin,164.23(113.93)
20/02/2021,Coonoor,129.99(79.29)
20/02/2021,Coimbatore,138.64(93.15)
20/02/2021,Tea Serve,118.02(67.18)
13/02/2021,Kolkata,174.30(105.88)
13/02/2021,Guwahati,147.65(91.52)
13/02/2021,Siliguri,151.70(97.72)
13/02/2021,Jalpaiguri,NS(NS)
13/02/2021,mjunction,147.27
13/02/2021,Cochin,167.30(114.74)
13/02/2021,Coonoor,131.72(80.40)
13/02/2021,Coimbatore,140.33(92.56)
13/02/2021,Tea Serve,118.78(66.60)
06/02/2021,Kolkata,171.46(115.80)
06/02/2021,Guwahati,156.74(99.30)
06/02/2021,Siliguri,148.68(100.12)
06/02/2021,Jalpaiguri,NS(NS)
06/02/2021,mjunction,154.98
06/02/2021,Cochin,164.51(115.20)
06/02/2021,Coonoor,132.86(80.16)
06/02/2021,Coimbatore,141.61(91.62)
06/02/2021,Tea Serve,113.49(66.14)
30/01/2021,Kolkata,184.65(125.28)
30/01/2021,Guwahati,160.29(106.26)
30/01/2021,Siliguri,152.18(105.55)
30/01/2021,Jalpaiguri,NS(NS)
30/01/2021,mjunction,136.28
30/01/2021,Cochin,167.83(116.97)
30/01/2021,Coonoor,132.06(81.09)
30/01/2021,Coimbatore,142.04(92.56)
30/01/2021,Tea Serve,122.69(66.47)
23/01/2021,Kolkata,181.99(128.59)
23/01/2021,Guwahati,164.85(112.08)
23/01/2021,Siliguri,160.07(114.95)
23/01/2021,Jalpaiguri,NS(NS)
23/01/2021,mjunction,125.10
23/01/2021,Cochin,168.86(115.14)
23/01/2021,Coonoor,132.29(81.64)
23/01/2021,Coimbatore,139.11(95.14)
23/01/2021,Tea Serve,126.47(66.25)
16/01/2021,Kolkata,183.20(131.78)
16/01/2021,Guwahati,168.27(118.75)
16/01/2021,Siliguri,163.66(120.51)
16/01/2021,Jalpaiguri,NS(NS)
16/01/2021,mjunction,138.55
16/01/2021,Cochin,166.89(114.90)
16/01/2021,Coonoor,135.42(82.77)
16/01/2021,Coimbatore,139.27(94.24)
16/01/2021,Tea Serve,124.95(64.64)
09/01/2021,Kolkata,183.43(140.19)
09/01/2021,Guwahati,167.99(128.10)
09/01/2021,Siliguri,167.60(125.32)
09/01/2021,Jalpaiguri,NS(NS)
09/01/2021,mjunction,129.87
09/01/2021,Cochin,171.59(115.41)
09/01/2021,Coonoor,134.05(83.28)
09/01/2021,Coimbatore,137.28(93.86)
09/01/2021,Tea Serve,117.34(74.98)
02/01/2021,Kolkata,187.04(143.66)
02/01/2021,Guwahati,164.08(131.95)
02/01/2021,Siliguri,168.57(133.67)
02/01/2021,Jalpaiguri,NS(NS)
02/01/2021,mjunction,130.40
02/01/2021,Cochin,NS(NS)
02/01/2021,Coonoor,NS(83.03)
02/01/2021,Coimbatore,NS(95.16)
02/01/2021,Tea Serve,108.74(NS)
25/12/2021,Kolkata,195.83(192.39)
25/12/2021,Guwahati,167.79(161.05)
25/12/2021,Siliguri,172.21(164.48)
25/12/2021,Jalpaiguri,NS(NS)
25/12/2021,mjunction,158.49(128.08)
25/12/2021,Cochin,138.78(170.80)
25/12/2021,Coonoor,94.75(114.37)
25/12/2021,Coimbatore,111.01(130.17)
25/12/2021,Tea Serve,86.98(99.16)
18/12/2021,Kolkata,194.32(188.48)
18/12/2021,Guwahati,173.40(157.83)
18/12/2021,Siliguri,178.90(160.59)
18/12/2021,Jalpaiguri,NS(NS)
18/12/2021,mjunction,160.55(126.37)
18/12/2021,Cochin,133.93(172.37)
18/12/2021,Coonoor,94.79(112.17)
18/12/2021,Coimbatore,106.72(129.34)
18/12/2021,Tea Serve,86.83(99.10)
11/12/2021,Kolkata,205.41(189.03)
11/12/2021,Guwahati,178.38(166.13)
11/12/2021,Siliguri,179.26(157.84)
11/12/2021,Jalpaiguri,NS(NS)
11/12/2021,mjunction,143.40(140.03)
11/12/2021,Cochin,129.34(173.52)
11/12/2021,Coonoor,98.29(108.12)
11/12/2021,Coimbatore,106.23(136.73)
11/12/2021,Tea Serve,86.95(98.32)
04/12/2021,Kolkata,209.99(194.39)
04/12/2021,Guwahati,180.89(164.13)
04/12/2021,Siliguri,169.49(158.00)
04/12/2021,Jalpaiguri,NS(NS)
04/12/2021,mjunction,136.55(111.00)
04/12/2021,Cochin,129.40(183.01)
04/12/2021,Coonoor,98.15(109.25)
04/12/2021,Coimbatore,99.51(136.33)
04/12/2021,Tea Serve,83.77(133.38)
27/11/2021,Kolkata,223.21(199.99)
27/11/2021,Guwahati,182.19(169.10)
27/11/2021,Siliguri,170.54(156.82)
27/11/2021,Jalpaiguri,NS(NS)
27/11/2021,mjunction,148.79(162.33)
27/11/2021,Cochin,130.64(193.31)
27/11/2021,Coonoor,96.73(130.09)
27/11/2021,Coimbatore,100.71(157.49)
27/11/2021,Tea Serve,81.61(128.13)
20/11/2021,Kolkata,221.53(205.67)
20/11/2021,Guwahati,183.41(176.59)
20/11/2021,Siliguri,180.46(162.12)
20/11/2021,Jalpaiguri,NS(NS)
20/11/2021,mjunction,131.28(161.82)
20/11/2021,Cochin,130.71(193.61)
20/11/2021,Coonoor,92.81(141.71)
20/11/2021,Coimbatore,98.44(156.81)
20/11/2021,Tea Serve,78.55(136.26)
13/11/2021,Kolkata,209.18(222.00)
13/11/2021,Guwahati,184.73(186.64)
13/11/2021,Siliguri,186.85(174.94)
13/11/2021,Jalpaiguri,NS(NS)
13/11/2021,mjunction,138.88(180.10)
13/11/2021,Cochin,128.28(192.82)
13/11/2021,Coonoor,90.32(NS)
13/11/2021,Coimbatore,93.10(NS)
13/11/2021,Tea Serve,76.70(137.67)
06/11/2021,Kolkata,212.39(228.66)
06/11/2021,Guwahati,185.91(191.78)
06/11/2021,Siliguri,190.14(194.98)
06/11/2021,Jalpaiguri,NS(NS)
06/11/2021,mjunction,145.62(NS)
06/11/2021,Cochin,128.36(192.09)
06/11/2021,Coonoor,88.77(149.47)
06/11/2021,Coimbatore,NS(157.63)
06/11/2021,Tea Serve,74.23(136.57)
30/10/2021,Kolkata,207.96(NS)
30/10/2021,Guwahati,177.68(205.16)
30/10/2021,Siliguri,176.53(NS)
30/10/2021,Jalpaiguri,NS(NS)
30/10/2021,mjunction,140.03(208.89)
30/10/2021,Cochin,130.81(185.42)
30/10/2021,Coonoor,86.76(151.36)
30/10/2021,Coimbatore,91.58(158.41)
30/10/2021,Tea Serve,71.75(133.75)
23/10/2021,Kolkata,217.22(242.12)
23/10/2021,Guwahati,175.53(214.55)
23/10/2021,Siliguri,175.62(208.57)
23/10/2021,Jalpaiguri,NS(NS)
23/10/2021,mjunction,NS(205.78)
23/10/2021,Cochin,128.55(179.74)
23/10/2021,Coonoor,84.09(150.11)
23/10/2021,Coimbatore,92.03(155.05)
23/10/2021,Tea Serve,76.66(132.77)
16/10/2021,Kolkata,NS(251.78)
16/10/2021,Guwahati,NS(227.08)
16/10/2021,Siliguri,NS(211.91)
16/10/2021,Jalpaiguri,NS(NS)
16/10/2021,mjunction,149.51(220.53)
16/10/2021,Cochin,124.14(177.34)
16/10/2021,Coonoor,86.09(145.26)
16/10/2021,Coimbatore,90.17(154.23)
16/10/2021,Tea Serve,76.53(121.42)
09/10/2021,Kolkata,217.03(265.33)
09/10/2021,Guwahati,173.90(239.35)
09/10/2021,Siliguri,153.22(224.61)
09/10/2021,Jalpaiguri,NS(NS)
09/10/2021,mjunction,147.83(247.17)
09/10/2021,Cochin,124.43(172.84)
09/10/2021,Coonoor,87.61(146.53)
09/10/2021,Coimbatore,90.39(153.69)
09/10/2021,Tea Serve,78.22(133.94)
02/10/2021,Kolkata,220.10(271.71)
02/10/2021,Guwahati,178.72(257.21)
02/10/2021,Siliguri,161.56(239.57)
02/10/2021,Jalpaiguri,NS(NS)
02/10/2021,mjunction,116.82(254.80)
02/10/2021,Cochin,126.37(176.53)
02/10/2021,Coonoor,90.12(156.28)
02/10/2021,Coimbatore,95.79(165.41)
02/10/2021,Tea Serve,81.69(144.25)
25/09/2021,Kolkata,223.11(277.78)
25/09/2021,Guwahati,177.37(264.36)
25/09/2021,Siliguri,161.88(247.18)
25/09/2021,Jalpaiguri,NS(NS)
25/09/2021,mjunction,142.91(251.80)
25/09/2021,Cochin,126.38(190.93)
25/09/2021,Coonoor,92.45(170.62)
25/09/2021,Coimbatore,96.17(178.70)
25/09/2021,Tea Serve,79.51(165.36)
18/09/2021,Kolkata,216.13(281.87)
18/09/2021,Guwahati,179.12(274.38)
18/09/2021,Siliguri,164.62(251.40)
18/09/2021,Jalpaiguri,NS(NS)
18/09/2021,mjunction,152.84(229.86)
18/09/2021,Cochin,126.95(197.51)
18/09/2021,Coonoor,94.06(185.15)
18/09/2021,Coimbatore,96.36(190.71)
18/09/2021,Tea Serve,78.95(181.35)
11/09/2021,Kolkata,218.92(NS)
11/09/2021,Guwahati,176.46(280.73)
11/09/2021,Siliguri,168.68(253.80)
11/09/2021,Jalpaiguri,NS(NS)
11/09/2021,mjunction,147.89(263.75)
11/09/2021,Cochin,123.30(198.79)
11/09/2021,Coonoor,93.79(192.35)
11/09/2021,Coimbatore,97.80(191.25)
11/09/2021,Tea Serve,78.80(179.85)
04/09/2021,Kolkata,220.59(291.04)
04/09/2021,Guwahati,173.38(288.54)
04/09/2021,Siliguri,169.57(255.01)
04/09/2021,Jalpaiguri,NS(NS)
04/09/2021,mjunction,143.74(275.17)
04/09/2021,Cochin,127.86(NS)
04/09/2021,Coonoor,94.93(193.21)
04/09/2021,Coimbatore,98.57(189.56)
04/09/2021,Tea Serve,75.35(174.35)
28/08/2021,Kolkata,219.09(300.10)
28/08/2021,Guwahati,171.89(297.03)
28/08/2021,Siliguri,173.78(248.69)
28/08/2021,Jalpaiguri,NS(NS)
28/08/2021,mjunction,135.57(272.60)
28/08/2021,Cochin,128.27(181.00)
28/08/2021,Coonoor,92.99(187.04)
28/08/2021,Coimbatore,102.11(175.86)
28/08/2021,Tea Serve,74.54(160.63)
21/08/2021,Kolkata,227.99(307.42)
21/08/2021,Guwahati,174.17(295.12)
