week,location,average_price
14/07/2012,Jalpaiguri,110.96(N.S.)
14/07/2012,mjunction,
14/07/2012,Cochin,93.53(76.60)
14/07/2012,Coonoor,76.14(57.03)
14/07/2012,Coimbatore,79.50(59.27)
14/07/2012,Tea Serve,80.25(55.37)
07/07/2012,Kolkata,160.15(138.71)
07/07/2012,Guwahati,148.92(133.98)
07/07/2012,Siliguri,129.80(114.50)
07/07/2012,Jalpaiguri,111.09(N.S.)
07/07/2012,mjunction,
07/07/2012,Cochin,90.19(74.20)
07/07/2012,Coonoor,77.32(58.70)
07/07/2012,Coimbatore,80.30(60.20)
07/07/2012,Tea Serve,80.81(52.49)
30/06/2012,Kolkata,158.63(136.63)
30/06/2012,Guwahati,151.69(132.21)
30/06/2012,Siliguri,134.74(115.87)
30/06/2012,Jalpaiguri,118.94(N.S.)
30/06/2012,mjunction,
30/06/2012,Cochin,88.75(73.19)
30/06/2012,Coonoor,79.20(59.10)
30/06/2012,Coimbatore,81.00(58.54)
30/06/2012,Tea Serve,79.21(51.89)
23/06/2012,Kolkata,163.32(134.39)
23/06/2012,Guwahati,154.53(129.42)
23/06/2012,Siliguri,141.96(122.78)
23/06/2012,Jalpaiguri,125.93(N.S.)
23/06/2012,mjunction,
23/06/2012,Cochin,91.20(70.91)
23/06/2012,Coonoor,82.43(59.96)
23/06/2012,Coimbatore,83.67(59.58)
23/06/2012,Tea Serve,78.36(52.27)
16/06/2012,Kolkata,166.41(132.01)
16/06/2012,Guwahati,158.51(126.8)
16/06/2012,Siliguri,149.13(125.57)
16/06/2012,Jalpaiguri,131.74(N.S.)
16/06/2012,mjunction,
16/06/2012,Cochin,95.89(71.87)
16/06/2012,Coonoor,88.47(59.74)
16/06/2012,Coimbatore,85.55(57.90)
16/06/2012,Tea Serve,78.88(50.02)
09/06/2012,Kolkata,174.54(129.46)
09/06/2012,Guwahati,161.87(121.35)
09/06/2012,Siliguri,153.32(131.09)
09/06/2012,Jalpaiguri,134.28(N.S.)
09/06/2012,mjunction,
09/06/2012,Cochin,97.17(69.73)
09/06/2012,Coonoor,92.18(57.82)
09/06/2012,Coimbatore,88.24(58.96)
09/06/2012,Tea Serve,81.76(51.38)
02/06/2012,Kolkata,173.92(125.31)
02/06/2012,Guwahati,159.32(121.11)
02/06/2012,Siliguri,156.72(133.7)
02/06/2012,Jalpaiguri,134.18(N.S.)
02/06/2012,mjunction,
02/06/2012,Cochin,97.76(70.47)
02/06/2012,Coonoor,93.13(55.6)
02/06/2012,Coimbatore,89.95(55.24)
02/06/2012,Tea Serve,81.24(50.87)
26/05/2012,Kolkata,171.32(127.82)
26/05/2012,Guwahati,160.39(123.75)
26/05/2012,Siliguri,156.51(126.81)
26/05/2012,Jalpaiguri,142.42(N.S.)
26/05/2012,mjunction,
26/05/2012,Cochin,99.43(72.97)
26/05/2012,Coonoor,91.88(57.15)
26/05/2012,Coimbatore,89.88(58.17)
26/05/2012,Tea Serve,78.20(53.14)
19/05/2012,Kolkata,164.07(131.12)
19/05/2012,Guwahati,158.06(123.70)
19/05/2012,Siliguri,150.25(119.69)
19/05/2012,Jalpaiguri,143.07(N.S.)
19/05/2012,mjunction,
19/05/2012,Cochin,101.01(76.63)
19/05/2012,Coonoor,86.77(57.23)
19/05/2012,Coimbatore,88.23(60.54)
19/05/2012,Tea Serve,75.71(55.19)
12/05/2012,Kolkata,162.1(129.54)
12/05/2012,Guwahati,155.12(127.5)
12/05/2012,Siliguri,145.52(114.59)
12/05/2012,Jalpaiguri,137.45(N.S.)
12/05/2012,mjunction,
12/05/2012,Cochin,97.46(80.46)
12/05/2012,Coonoor,81.8(57.77)
12/05/2012,Coimbatore,83.64(63.08)
12/05/2012,Tea Serve,72.08(56.2)
05/05/2012,Kolkata,164.00(135.19)
05/05/2012,Guwahati,158.11(131.24)
05/05/2012,Siliguri,138.39(113.02)
05/05/2012,Jalpaiguri,N.S.(N.S.)
05/05/2012,mjunction,
05/05/2012,Cochin,99.81(80.17)
05/05/2012,Coonoor,79.31(60.82)
05/05/2012,Coimbatore,79.95(64.20)
05/05/2012,Tea Serve,69.43(57.66)
28/04/2012,Kolkata,160.41(140.62)
28/04/2012,Guwahati,155.88(110.66)
28/04/2012,Siliguri,141.57(119.53)
28/04/2012,Jalpaiguri,N.S.(N.S.)
28/04/2012,mjunction,
28/04/2012,Cochin,104.59(81.67)
28/04/2012,Coonoor,78.26(62.11)
28/04/2012,Coimbatore,78.85(64.71)
28/04/2012,Tea Serve,69.14(56.62)
21/04/2012,Kolkata,124.63(112.52)
21/04/2012,Guwahati,141.97(N.S.)
21/04/2012,Siliguri,139.73(123.07)
21/04/2012,Jalpaiguri,N.S.(N.S.)
21/04/2012,mjunction,
21/04/2012,Cochin,103.04(N.S.)
21/04/2012,Coonoor,77.22(63.58)
21/04/2012,Coimbatore,79.30(66.54)
21/04/2012,Tea Serve,68.51(56.42)
14/04/2012,Kolkata,129.59(130.97)
14/04/2012,Guwahati,158.26(112.64)
14/04/2012,Siliguri,146.26(129.94)
14/04/2012,Jalpaiguri,N.S.(N.S.)
14/04/2012,mjunction,
14/04/2012,Cochin,98.82(82.87)
14/04/2012,Coonoor,75.93(64.43)
14/04/2012,Coimbatore,79.57(68.13)
14/04/2012,Tea Serve,65.97(56.86)
07/04/2012,Kolkata,102.56(125.62)
07/04/2012,Guwahati,133.30(66.31)
07/04/2012,Siliguri,122.72(133.27)
07/04/2012,Jalpaiguri,N.S.(N.S.)
07/04/2012,mjunction,
07/04/2012,Cochin,N.S.(81.01)
07/04/2012,Coonoor,74.27(67.10)
07/04/2012,Coimbatore,78.68(67.79)
07/04/2012,Tea Serve,66.26(56.79)
31/03/2012,Kolkata,80.03(71.64)
31/03/2012,Guwahati,88.99(66.40)
31/03/2012,Siliguri,112.72(85.74)
31/03/2012,Jalpaiguri,N.S.(N.S.)
31/03/2012,mjunction,
31/03/2012,Cochin,92.47(79.78)
31/03/2012,Coonoor,74.36(69.81)
31/03/2012,Coimbatore,76.19(63.05)
31/03/2012,Tea Serve,65.95(58.52)
24/03/2012,Kolkata,N.S.(N.S.)
24/03/2012,Guwahati,N.S.(N.S.)
24/03/2012,Siliguri,74.04(N.S.)
24/03/2012,Jalpaiguri,N.S.(N.S.)
24/03/2012,mjunction,
24/03/2012,Cochin,94.43(79.19)
24/03/2012,Coonoor,73.49(70.55)
24/03/2012,Coimbatore,74.8(70.02)
24/03/2012,Tea Serve,64.27(58.37)
17/03/2012,Kolkata,NS (NS)
17/03/2012,Guwahati,NS (NS)
17/03/2012,Siliguri,79.99(NS)
17/03/2012,Jalpaiguri,N.S.(N.S.)
17/03/2012,mjunction,
17/03/2012,Cochin,90.19(79.59)
17/03/2012,Coonoor,71.64(72.83)
17/03/2012,Coimbatore,72.63(70.98)
17/03/2012,Tea Serve,64.77(57.48)
10/03/2012,Kolkata,87.52(86.77)
10/03/2012,Guwahati,80.30(79.00)
10/03/2012,Siliguri,NS(74.65)
10/03/2012,Jalpaiguri,N.S.(N.S.)
10/03/2012,mjunction,
10/03/2012,Cochin,89.21(82.46)
10/03/2012,Coonoor,71.92(71.21)
10/03/2012,Coimbatore,71.43(72.44)
10/03/2012,Tea Serve,62.85(59.20)
03/03/2012,Kolkata,92.20(83.67)
03/03/2012,Guwahati,NS (NS)
03/03/2012,Siliguri,82.52(78.11)
03/03/2012,Jalpaiguri,N.S.(N.S.)
03/03/2012,mjunction,
03/03/2012,Cochin,86.25(81.97)
03/03/2012,Coonoor,71.55(72.81)
03/03/2012,Coimbatore,70.82(71.89)
03/03/2012,Tea Serve,64.34(57.81)
25/02/2012,Kolkata,99.05(91.23)
25/02/2012,Guwahati,75.41(76.06)
25/02/2012,Siliguri,82.29(77.20)
25/02/2012,Jalpaiguri,N.S.(N.S.)
25/02/2012,mjunction,
25/02/2012,Cochin,84.32(83.65)
25/02/2012,Coonoor,70.55(72.86)
25/02/2012,Coimbatore,70.50(74.77)
25/02/2012,Tea Serve,63.58(60.55)
18/02/2012,Kolkata,102.62(97.43)
18/02/2012,Guwahati,86.88(87.80)
18/02/2012,Siliguri,85.09(78.19)
18/02/2012,Jalpaiguri,N.S.(N.S.)
18/02/2012,mjunction,
18/02/2012,Cochin,85.34(81.96)
18/02/2012,Coonoor,71.84(72.99)
18/02/2012,Coimbatore,69.81(75.25)
18/02/2012,Tea Serve,64.24(61.67)
11/02/2012,Kolkata,106.69(102.18)
11/02/2012,Guwahati,86.81(87.99)
11/02/2012,Siliguri,89.23(78.54)
11/02/2012,Jalpaiguri,N.S.(N.S.)
11/02/2012,mjunction,
11/02/2012,Cochin,83.67(N.S.)
11/02/2012,Coonoor,71.97(73.27)
11/02/2012,Coimbatore,70.87(74.55)
11/02/2012,Tea Serve,64.46(62.01)
04/02/2012,Kolkata,108.90(107.94)
04/02/2012,Guwahati,86.95(92.20)
04/02/2012,Siliguri,96.18(84.39)
04/02/2012,Jalpaiguri,N.S.(N.S.)
04/02/2012,mjunction,
04/02/2012,Cochin,82.19(81.49)
04/02/2012,Coonoor,71.37(73.22)
04/02/2012,Coimbatore,70.06(73.10)
04/02/2012,Tea Serve,64.24(68.31)
28/01/2012,Kolkata,112.13(111.39)
28/01/2012,Guwahati,86.06(N.S.)
28/01/2012,Siliguri,N.S.(88.38)
28/01/2012,Jalpaiguri,N.S.(N.S.)
28/01/2012,mjunction,
28/01/2012,Cochin,82.33(82.80)
28/01/2012,Coonoor,71.33(73.14)
28/01/2012,Coimbatore,70.25(75.12)
28/01/2012,Tea Serve,67.50(69.57)
21/01/2012,Kolkata,113.38(113.17)
21/01/2012,Guwahati,87.79(93.03)
21/01/2012,Siliguri,N.S.(91.70)
21/01/2012,Jalpaiguri,N.S.(N.S.)
21/01/2012,mjunction,
21/01/2012,Cochin,81.79(87.15)
21/01/2012,Coonoor,70.43(73.27)
21/01/2012,Coimbatore,70.52(76.50)
21/01/2012,Tea Serve,68.22(72.60)
14/01/2012,Kolkata,118.92(114.48)
14/01/2012,Guwahati,89.85(96.59)
14/01/2012,Siliguri,96.94(99.00)
14/01/2012,Jalpaiguri,N.S.(N.S.)
14/01/2012,mjunction,
14/01/2012,Cochin,83.46(82.39)
14/01/2012,Coonoor,67.90(71.25)
14/01/2012,Coimbatore,68.00(74.67)
14/01/2012,Tea Serve,64.48(68.76)
07/01/2012,Kolkata,121.61(115.60)
07/01/2012,Guwahati,93.40(95.83)
07/01/2012,Siliguri,98.40(103.05)
07/01/2012,Jalpaiguri,N.S.(N.S.)
07/01/2012,mjunction,
07/01/2012,Cochin,82.74(79.58)
07/01/2012,Coonoor,65.22(67.62)
07/01/2012,Coimbatore,68.65(70.66)
07/01/2012,Tea Serve,62.63(63.15)
29/12/2012,Kolkata,150.02(122.94)
29/12/2012,Guwahati,131.47(97.88)
29/12/2012,Siliguri,122.91(101.76)
29/12/2012,Jalpaiguri,98.99(N.S.)
29/12/2012,mjunction,
29/12/2012,Cochin,N.S.(N.S.)
29/12/2012,Coonoor,N.S.(N.S.)
29/12/2012,Coimbatore,N.S.(N.S.)
29/12/2012,Tea Serve,N.S.(N.S.)
22/12/2012,Kolkata,150.92(122.48)
22/12/2012,Guwahati,133.94(97.97)
22/12/2012,Siliguri,126.51(103.80)
22/12/2012,Jalpaiguri,102.06(N.S.)
22/12/2012,mjunction,
22/12/2012,Cochin,105.02(81.16)
22/12/2012,Coonoor,97.90(64.23)
22/12/2012,Coimbatore,96.79(66.28)
22/12/2012,Tea Serve,99.46(62.24)
15/12/2012,Kolkata,154.59(119.60)
15/12/2012,Guwahati,138.49(96.47)
15/12/2012,Siliguri,126.77(99.38)
15/12/2012,Jalpaiguri,103.02(N.S.)
15/12/2012,mjunction,
15/12/2012,Cochin,105.02(79.62)
15/12/2012,Coonoor,95.86(61.85)
15/12/2012,Coimbatore,95.74(65.03)
15/12/2012,Tea Serve,95.91(61.33)
08/12/2012,Kolkata,156.91(124.39)
08/12/2012,Guwahati,135.21(101.38)
08/12/2012,Siliguri,127.77(96.60)
08/12/2012,Jalpaiguri,103.55(N.S.)
08/12/2012,mjunction,
08/12/2012,Cochin,102.86(80.32)
08/12/2012,Coonoor,94.16(59.84)
08/12/2012,Coimbatore,93.30(64.52)
08/12/2012,Tea Serve,91.81(58.85)
01/12/2012,Kolkata,157.58(127.73)
01/12/2012,Guwahati,133.61(101.54)
01/12/2012,Siliguri,128.94(95.56)
01/12/2012,Jalpaiguri,105.07(N.S.)
01/12/2012,mjunction,
01/12/2012,Cochin,102.05(79.58)
01/12/2012,Coonoor,93.61(59.55)
01/12/2012,Coimbatore,93.21(63.55)
01/12/2012,Tea Serve,92.39(57.88)
24/11/2012,Kolkata,158.64(124.70)
24/11/2012,Guwahati,134.87(105.75)
24/11/2012,Siliguri,129.38(100.06)
24/11/2012,Jalpaiguri,104.67(N.S.)
24/11/2012,mjunction,
24/11/2012,Cochin,99.47(80.37)
24/11/2012,Coonoor,92.42(60.56)
24/11/2012,Coimbatore,92.72(64.64)
24/11/2012,Tea Serve,89.49(56.37)
17/11/2012,Kolkata,156.87(126.68)
17/11/2012,Guwahati,135.29(104.42)
17/11/2012,Siliguri,126.30(104.16)
17/11/2012,Jalpaiguri,100.71(N.S.)
17/11/2012,mjunction,
17/11/2012,Cochin,99.41(79.56)
17/11/2012,Coonoor,89.27(62.03)
17/11/2012,Coimbatore,N.S.(65.18)
17/11/2012,Tea Serve,87.91(56.11)
10/11/2012,Kolkata,156.08(129.00)
10/11/2012,Guwahati,131.40(109.59)
10/11/2012,Siliguri,122.44(104.50)
10/11/2012,Jalpaiguri,98.93(N.S.)
10/11/2012,mjunction,
10/11/2012,Cochin,97.52(79.73)
10/11/2012,Coonoor,87.75(63.43)
10/11/2012,Coimbatore,89.18(66.54)
10/11/2012,Tea Serve,83.62(60.91)
03/11/2012,Kolkata,152.76(130.44)
03/11/2012,Guwahati,129.33(109.82)
03/11/2012,Siliguri,120.08(103.47)
03/11/2012,Jalpaiguri,96.52(N.S.)
03/11/2012,mjunction,
03/11/2012,Cochin,98.48(81.51)
03/11/2012,Coonoor,84.20(63.61)
03/11/2012,Coimbatore,87.31(68.94)
03/11/2012,Tea Serve,82.04(61.88)
27/10/2012,Kolkata,N.S.(131.43)
27/10/2012,Guwahati,N.S.(114.62)
27/10/2012,Siliguri,N.S.(99.51)
27/10/2012,Jalpaiguri,N.S.(N.S.)
27/10/2012,mjunction,
27/10/2012,Cochin,98.57(83.58)
27/10/2012,Coonoor,83.32(65.74)
27/10/2012,Coimbatore,87.19(N.S.)
27/10/2012,Tea Serve,84.82(60.17)
20/10/2012,Kolkata,155.24(129.89)
20/10/2012,Guwahati,127.74(111.21)
20/10/2012,Siliguri,113.36(99.97)
20/10/2012,Jalpaiguri,94.49(N.S.)
20/10/2012,mjunction,
20/10/2012,Cochin,98.39(86.2)
20/10/2012,Coonoor,84.69(67.28)
20/10/2012,Coimbatore,86.61(72.14)
20/10/2012,Tea Serve,84.98(58.77)
13/10/2012,Kolkata,157.81(135.17)
13/10/2012,Guwahati,131.21(110.37)
13/10/2012,Siliguri,113.75(97.76)
13/10/2012,Jalpaiguri,95.27(N.S.)
13/10/2012,mjunction,
13/10/2012,Cochin,99.71(89.90)
13/10/2012,Coonoor,84.03(67.66)
13/10/2012,Coimbatore,86.61(71.10)
13/10/2012,Tea Serve,82.96(63.54)
06/10/2012,Kolkata,376.15(N.S.)
06/10/2012,Guwahati,133.39(N.S.)
06/10/2012,Siliguri,113.36(N.S.)
06/10/2012,Jalpaiguri,97.62(N.S.)
06/10/2012,mjunction,
06/10/2012,Cochin,101.96(93.35)
06/10/2012,Coonoor,84.61(68.31)
06/10/2012,Coimbatore,87.77(73.66)
06/10/2012,Tea Serve,83.31(62.26)
29/09/2012,Kolkata,157.49(139.56)
29/09/2012,Guwahati,135.37(112.58)
29/09/2012,Siliguri,112.58(90.75)
29/09/2012,Jalpaiguri,96.20(N.S.)
29/09/2012,mjunction,
29/09/2012,Cochin,101.48(92.04)
29/09/2012,Coonoor,87.60(68.16)
29/09/2012,Coimbatore,88.31(66.54)
29/09/2012,Tea Serve,83.94(60.47)
22/09/2012,Kolkata,159.36(133.90)
22/09/2012,Guwahati,136.13(108.53)
22/09/2012,Siliguri,117.89(94.70)
22/09/2012,Jalpaiguri,100.96(N.S.)
22/09/2012,mjunction,
22/09/2012,Cochin,102.02(87.80)
22/09/2012,Coonoor,89.08(65.42)
22/09/2012,Coimbatore,91.45(69.03)
22/09/2012,Tea Serve,87.24(56.80)
15/09/2012,Kolkata,167.08(131.82)
15/09/2012,Guwahati,136.86(111.83)
15/09/2012,Siliguri,119.97(97.89)
15/09/2012,Jalpaiguri,106.72(N.S.)
15/09/2012,mjunction,
15/09/2012,Cochin,102.20(83.50)
15/09/2012,Coonoor,91.85(62.82)
15/09/2012,Coimbatore,92.90(66.57)
15/09/2012,Tea Serve,88.13(55.65)
08/09/2012,Kolkata,166.75(133.12)
08/09/2012,Guwahati,139.27(110.50)
08/09/2012,Siliguri,121.68(102.12)
08/09/2012,Jalpaiguri,105.08(N.S.)
08/09/2012,mjunction,
08/09/2012,Cochin,97.75(N.S.)
08/09/2012,Coonoor,91.81(61.05)
08/09/2012,Coimbatore,91.30(64.23)
08/09/2012,Tea Serve,86.75(55.36)
01/09/2012,Kolkata,169.18(132.88)
01/09/2012,Guwahati,139.10(109.13)
01/09/2012,Siliguri,122.95(97.50)
01/09/2012,Jalpaiguri,107.08(N.S.)
01/09/2012,mjunction,
01/09/2012,Cochin,N.S.(82.21)
01/09/2012,Coonoor,90.10(59.75)
01/09/2012,Coimbatore,91.30(63.22)
01/09/2012,Tea Serve,86.75(56.11)
25/08/2012,Kolkata,168.91(134.38)
25/08/2012,Guwahati,142.19(110.77)
25/08/2012,Siliguri,125.24(102.59)
25/08/2012,Jalpaiguri,107.66(N.S.)
25/08/2012,mjunction,
25/08/2012,Cochin,96.39(79.96)
25/08/2012,Coonoor,87.34(59.18)
25/08/2012,Coimbatore,89.39(63.44)
25/08/2012,Tea Serve,87.48(54.64)
18/08/2012,Kolkata,176.37(135.08)
18/08/2012,Guwahati,141.27(111.46)
18/08/2012,Siliguri,124.41(101.42)
18/08/2012,Jalpaiguri,108.69(N.S.)
18/08/2012,mjunction,
18/08/2012,Cochin,97.20(77.97)
18/08/2012,Coonoor,84.54(57.99)
